player,pos,salary,date,slug
Glenn Robinson III,SF/PF,3700,2018-11-09,robingl02
Allen Crabbe,SG/SF,3700,2018-11-09,crabbal01
Cory Joseph,PG,3600,2018-11-09,josepco01
Jerian Grant,PG,3600,2018-11-09,grantje02
Guillermo Hernangomez,C,3600,2018-11-09,hernawi01
Frank Mason III,PG,3600,2018-11-09,masonfr01
Royce O'Neale,SF,3600,2018-11-09,onealro01
DeMarre Carroll,SF/PF,3500,2018-11-09,carrode01
Mike Muscala,PF/C,3500,2018-11-09,muscami01
Jonathon Simmons,SG/SF,3500,2018-11-09,simmojo02
Monte Morris,PG,3500,2018-11-09,morrimo01
Justin Jackson,SF,3500,2018-11-09,jacksju01
Miles Bridges,SF,3500,2018-11-09,bridgmi02
Wilson Chandler,SF/PF,3400,2018-11-09,chandwi01
Zaza Pachulia,C,3400,2018-11-09,pachuza01
Troy Williams,SG,3400,2018-11-09,willitr02
Landry Shamet,PG,3400,2018-11-09,shamela01
Jared Dudley,SF/PF,3300,2018-11-09,dudleja01
Jon Leuer,PF/C,3300,2018-11-09,leuerjo01
Gorgui Dieng,PF/C,3300,2018-11-09,dienggo01
Yogi Ferrell,PG/SG,3300,2018-11-09,ferreyo01
Daniel Theis,PF/C,3300,2018-11-09,theisda01
Torrey Craig,SG/SF,3300,2018-11-09,craigto01
Kevin Huerter,SG,3300,2018-11-09,huertke01
Austin Rivers,PG/SG,3200,2018-11-09,riverau01
Aron Baynes,C,3200,2018-11-09,baynear01
Vince Carter,SG,3200,2018-11-09,cartevi01
Amir Johnson,PF/C,3200,2018-11-09,johnsam01
Anthony Tolliver,SF/PF,3200,2018-11-09,tollian01
Kosta Koufos,C,3200,2018-11-09,koufoko01
Doug McDermott,SF/PF,3200,2018-11-09,mcderdo01
Malik Beasley,SG,3200,2018-11-09,beaslma01
Derrick Jones Jr.,SF,3200,2018-11-09,jonesde02
Luke Kennard,SG/SF,3200,2018-11-09,kennalu01
Khyri Thomas,SG,3200,2018-11-09,thomakh01
Miles Plumlee,C,3100,2018-11-09,plumlmi01
Shabazz Napier,PG/SG,3100,2018-11-09,napiesh01
T.J. McConnell,PG/SG,3100,2018-11-09,mccontj01
Georges Niang,PF,3100,2018-11-09,niangge01
Semi Ojeleye,PF,3100,2018-11-09,ojelese01
Harry Giles,PF,3100,2018-11-09,gilesha01
TJ Leaf,PF,3100,2018-11-09,leaftj01
Jared Terrell,PG,3100,2018-11-09,terreja01
Bruce Brown Jr.,SG,3100,2018-11-09,brownbr01
Luol Deng,SF/PF,3000,2018-11-09,denglu01
Zach Randolph,PF/C,3000,2018-11-09,randoza01
Jerryd Bayless,PG/SG,3000,2018-11-09,bayleje01
Kenneth Faried,PF/C,3000,2018-11-09,farieke01
Jose Calderon,PG,3000,2018-11-09,caldejo01
Jason Smith,PF/C,3000,2018-11-09,smithja02
Ben McLemore,SG/SF,3000,2018-11-09,mclembe01
Timofey Mozgov,C,3000,2018-11-09,mozgoti01
Thabo Sefolosha,SF/PF,3000,2018-11-09,sefolth01
Udonis Haslem,PF,3000,2018-11-09,hasleud01
Ian Mahinmi,C,3000,2018-11-09,mahinia01
Bismack Biyombo,C,3000,2018-11-09,biyombi01
Ekpe Udoh,C,3000,2018-11-09,udohek01
Kyle O'Quinn,PF/C,3000,2018-11-09,oquinky01
Frank Kaminsky,PF/C,3000,2018-11-09,kaminfr01
Justin Anderson,SF/PF,3000,2018-11-09,anderju01
Jarell Martin,PF/C,3000,2018-11-09,martija01
Jordan McRae,PG/SG,3000,2018-11-09,mcraejo01
Treveon Graham,SG/SF,3000,2018-11-09,grahatr01
Raulzinho Neto,PG,3000,2018-11-09,netora01
Demetrius Jackson,PG,3000,2018-11-09,jacksde01
C.J. Williams,SG/SF,3000,2018-11-09,willicj01
Henry Ellenson,PF,3000,2018-11-09,ellenhe01
Alex Poythress,SF,3000,2018-11-09,poythal01
Chasson Randle,PG,3000,2018-11-09,randlch01
Alan Williams,C,3000,2018-11-09,willial03
Skal Labissiere,PF/C,3000,2018-11-09,labissk01
Tomas Satoransky,PG/SG,3000,2018-11-09,satorto01
Tyler Dorsey,PG,3000,2018-11-09,dorsety01
Tyler Cavanaugh,PF,3000,2018-11-09,cavanty01
Guerschon Yabusele,PF,3000,2018-11-09,yabusgu01
Jabari Bird,SG,3000,2018-11-09,birdja01
Dwayne Bacon,SG,3000,2018-11-09,bacondw01
Tyler Lydon,PF,3000,2018-11-09,lydonty01
Edmond Sumner,PG,3000,2018-11-09,sumneed01
Ike Anigbogu,PF/C,3000,2018-11-09,anigbik01
Thomas Bryant,C,3000,2018-11-09,bryanth01
Justin Patton,C,3000,2018-11-09,pattoju01
Amile Jefferson,PF,3000,2018-11-09,jeffeam01
Khem Birch,PF,3000,2018-11-09,birchkh01
Wesley Iwundu,SG,3000,2018-11-09,iwundwe01
Troy Caupain,SG,3000,2018-11-09,caupatr01
Furkan Korkmaz,SG,3000,2018-11-09,korkmfu01
Isaiah Briscoe,PG,3000,2018-11-09,briscis01
Tony Bradley,C,3000,2018-11-09,bradlto01
Naz Long,PG,3000,2018-11-09,mitrona01
Devin Robinson,SG,3000,2018-11-09,robinde01
PJ Dozier,PG,3000,2018-11-09,doziepj01
Daniel Hamilton,SG,3000,2018-11-09,hamilda02
Walt Lemon Jr.,PG,3000,2018-11-09,lemonwa01
Devonte' Graham,PG,3000,2018-11-09,grahade01
Robert Williams,C,3000,2018-11-09,williro04
Joe Chealey,PG,3000,2018-11-09,chealjo01
J.P. Macura,SG,3000,2018-11-09,macurjp01
Brad Wanamaker,PG/SG,3000,2018-11-09,wanambr01
Keita Bates-Diop,SF,3000,2018-11-09,bateske01
James Nunnally,SG/SF,3000,2018-11-09,nunnaja01
Duncan Robinson,SF,3000,2018-11-09,robindu01
Yante Maten,PF,3000,2018-11-09,matenya01
DeVaughn Akoon-Purcell,PG,3000,2018-11-09,akoonde01
Jarred Vanderbilt,SF/PF,3000,2018-11-09,vandeja01
Thomas Welsh,C,3000,2018-11-09,welshth01
Michael Porter Jr.,SF/PF,3000,2018-11-09,
Melvin Frazier,SF,3000,2018-11-09,frazime01
Jonah Bolden,PF,3000,2018-11-09,boldejo01
Shake Milton,PG,3000,2018-11-09,miltosh01
Zhaire Smith,SF,3000,2018-11-09,smithzh01
Troy Brown,SF,3000,2018-11-09,browntr01
Wenyen Gabriel,SF,3000,2018-11-09,
Jaylen Adams,PG,3000,2018-11-09,adamsja01
Grayson Allen,SG,3000,2018-11-09,allengr01
Keenan Evans,PG,3000,2018-11-09,
Zach Lofton,PG,3000,2018-11-09,loftoza01
Theo Pinson,SG,3000,2018-11-09,pinsoth01
Rodions Kurucs,PF,3000,2018-11-09,kurucro01
Dzanan Musa,SF,3000,2018-11-09,musadz01
Aaron Holiday,PG,3000,2018-11-09,holidaa01
Alize Johnson,PF,3000,2018-11-09,johnsal02
Anthony Davis,PF/C,11800,2018-11-10,davisan02
Giannis Antetokounmpo,SF/PF,11200,2018-11-10,antetgi01
LeBron James,SF/PF,10900,2018-11-10,jamesle01
Russell Westbrook,PG,10800,2018-11-10,westbru01
Kevin Durant,SF/PF,10700,2018-11-10,duranke01
Joel Embiid,C,10500,2018-11-10,embiijo01
Stephen Curry,PG/SG,9800,2018-11-10,curryst01
James Harden,PG/SG,9600,2018-11-10,hardeja01
DeMar DeRozan,SG/SF,9400,2018-11-10,derozde01
Paul George,SF/PF,9200,2018-11-10,georgpa01
Ben Simmons,PG/SF,9100,2018-11-10,simmobe01
Kawhi Leonard,SG/SF,8800,2018-11-10,leonaka01
John Wall,PG,8800,2018-11-10,walljo01
Kyle Lowry,PG,8600,2018-11-10,lowryky01
Jrue Holiday,PG/SG,8500,2018-11-10,holidjr01
Devin Booker,PG/SG,8300,2018-11-10,bookede01
Hassan Whiteside,C,8200,2018-11-10,whiteha01
Kevin Love,PF/C,8100,2018-11-10,loveke01
Zach LaVine,PG/SG,8100,2018-11-10,lavinza01
LaMarcus Aldridge,PF/C,8000,2018-11-10,aldrila01
Nikola Mirotic,SF/PF,7900,2018-11-10,mirotni01
Draymond Green,PF/C,7800,2018-11-10,greendr01
Chris Paul,PG,7600,2018-11-10,paulch01
Bradley Beal,SG,7500,2018-11-10,bealbr01
Josh Richardson,SG/SF,7400,2018-11-10,richajo01
Luka Doncic,PG,7300,2018-11-10,doncilu01
Tobias Harris,SF/PF,7200,2018-11-10,harrito02
Marc Gasol,C,7200,2018-11-10,gasolma01
DeAndre Jordan,C,7200,2018-11-10,jordade01
Tim Hardaway Jr.,SG/SF,7100,2018-11-10,hardati02
De'Aaron Fox,PG,7100,2018-11-10,foxde01
Khris Middleton,SG/SF,7000,2018-11-10,middlkh01
Caris LeVert,SF,7000,2018-11-10,leverca01
Dennis Schroder,PG/SG,7000,2018-11-10,schrode01
Deandre Ayton,C,7000,2018-11-10,aytonde01
Buddy Hield,SG/SF,6900,2018-11-10,hieldbu01
Klay Thompson,SG,6800,2018-11-10,thompkl01
Mike Conley,PG,6700,2018-11-10,conlemi01
Enes Kanter,C,6600,2018-11-10,kanteen01
Willie Cauley-Stein,C,6600,2018-11-10,caulewi01
Goran Dragic,PG,6500,2018-11-10,dragigo01
Clint Capela,C,6500,2018-11-10,capelca01
Steven Adams,C,6400,2018-11-10,adamsst01
Rudy Gay,SF/PF,6400,2018-11-10,gayru01
Wendell Carter Jr.,C,6300,2018-11-10,cartewe01
Serge Ibaka,PF/C,6200,2018-11-10,ibakase01
Julius Randle,PF/C,6200,2018-11-10,randlju01
JaVale McGee,C,6200,2018-11-10,mcgeeja01
Danilo Gallinari,SF/PF,6100,2018-11-10,gallida01
Dwight Howard,C,6100,2018-11-10,howardw01
Eric Bledsoe,PG/SG,6000,2018-11-10,bledser01
Rodney McGruder,SG/SF,6000,2018-11-10,mcgruro01
Nemanja Bjelica,SF/PF,6000,2018-11-10,bjeline01
Kyle Kuzma,SF/PF,6000,2018-11-10,kuzmaky01
Brandon Ingram,PG/SF,6000,2018-11-10,ingrabr01
Louis Williams,PG/SG,5900,2018-11-10,willilo02
Jabari Parker,SF/PF,5900,2018-11-10,parkeja01
D'Angelo Russell,PG/SG,5800,2018-11-10,russeda01
Justise Winslow,SF/PF,5800,2018-11-10,winslju01
Pascal Siakam,PF,5700,2018-11-10,siakapa01
DeMarcus Cousins,PF/C,5700,2018-11-10,couside01
Montrezl Harrell,PF/C,5600,2018-11-10,harremo01
Kris Dunn,PG/SG,5600,2018-11-10,dunnkr01
Dennis Smith Jr.,PG,5600,2018-11-10,smithde03
Eric Gordon,PG/SG,5500,2018-11-10,gordoer01
Noah Vonleh,PF/C,5400,2018-11-10,vonleno01
Bobby Portis,PF/C,5400,2018-11-10,portibo01
Robert Covington,SF/PF,5400,2018-11-10,covinro01
Elfrid Payton,PG,5400,2018-11-10,paytoel01
Tristan Thompson,C,5300,2018-11-10,thomptr01
Jarrett Allen,C,5300,2018-11-10,allenja01
Harrison Barnes,SF/PF,5300,2018-11-10,barneha02
Otto Porter,SF/PF,5300,2018-11-10,porteot01
Jonas Valanciunas,C,5200,2018-11-10,valanjo01
Cedi Osman,SF,5200,2018-11-10,osmande01
Rodney Hood,SG/SF,5200,2018-11-10,hoodro01
Jaren Jackson Jr.,PF,5200,2018-11-10,jacksja02
J.J. Redick,SG/SF,5200,2018-11-10,redicjj01
Trevor Ariza,SF/PF,5200,2018-11-10,arizatr01
Jordan Clarkson,PG/SG,5100,2018-11-10,clarkjo01
Justin Holiday,SG/SF,5100,2018-11-10,holidju01
Jerami Grant,SF/PF,5100,2018-11-10,grantje01
Wesley Matthews,SG/SF,5100,2018-11-10,matthwe02
T.J. Warren,SF/PF,5100,2018-11-10,warretj01
Rajon Rondo,PG,5100,2018-11-10,rondora01
Boban Marjanovic,C,5000,2018-11-10,marjabo01
Lauri Markkanen,PF,5000,2018-11-10,markkla01
Markieff Morris,SF/PF,5000,2018-11-10,morrima02
Lonzo Ball,PG,5000,2018-11-10,balllo01
Collin Sexton,PG,4900,2018-11-10,sextoco01
Dario Saric,SF/PF,4900,2018-11-10,saricda01
Carmelo Anthony,SF/PF,4900,2018-11-10,anthoca01
Malcolm Brogdon,PG/SG,4800,2018-11-10,brogdma01
James Johnson,SF/PF,4800,2018-11-10,johnsja01
Dwyane Wade,PG/SG,4800,2018-11-10,wadedw01
Damyean Dotson,SG,4700,2018-11-10,dotsoda01
Spencer Dinwiddie,PG/SG,4700,2018-11-10,dinwisp01
Dion Waiters,SG/SF,4700,2018-11-10,waitedi01
Larry Nance Jr.,PF/C,4600,2018-11-10,nancela02
E'Twaun Moore,SG/SF,4600,2018-11-10,mooreet01
Marvin Bagley III,PF,4600,2018-11-10,baglema01
Allonzo Trier,PG,4500,2018-11-10,trieral01
Rondae Hollis-Jefferson,PF/C,4500,2018-11-10,holliro01
Kelly Oubre Jr.,SG/SF,4500,2018-11-10,oubreke01
Bam Adebayo,C,4500,2018-11-10,adebaba01
Brook Lopez,C,4400,2018-11-10,lopezbr01
Ersan Ilyasova,PF/C,4400,2018-11-10,ilyaser01
Sam Dekker,SF/PF,4400,2018-11-10,dekkesa01
Markelle Fultz,PG/SG,4400,2018-11-10,fultzma01
Isaiah Canaan,PG,4400,2018-11-10,canaais01
P.J. Tucker,SF/PF,4400,2018-11-10,tuckepj01
Fred VanVleet,PG/SG,4300,2018-11-10,vanvlfr01
Danny Green,SG/SF,4300,2018-11-10,greenda02
Joe Harris,SG/SF,4300,2018-11-10,harrijo01
Dirk Nowitzki,PF/C,4300,2018-11-10,nowitdi01
Tyler Johnson,PG/SG,4300,2018-11-10,johnsty01
Kelly Olynyk,PF/C,4300,2018-11-10,olynyke01
Josh Hart,SG,4300,2018-11-10,hartjo01
Marco Belinelli,SG/SF,4300,2018-11-10,belinma01
Patrick Beverley,PG/SG,4200,2018-11-10,beverpa01
Mitchell Robinson,C,4200,2018-11-10,robinmi01
J.R. Smith,SG,4200,2018-11-10,smithjr01
Kyle Anderson,PG/SF,4200,2018-11-10,anderky01
Quinn Cook,PG,4200,2018-11-10,cookqu01
Bogdan Bogdanovic,SG/SF,4200,2018-11-10,bogdabo01
Bryn Forbes,PG/SG,4200,2018-11-10,forbebr01
Patrick Mills,PG/SG,4200,2018-11-10,millspa02
Frank Ntilikina,PG,4100,2018-11-10,ntilila01
Shelvin Mack,PG,4100,2018-11-10,macksh01
Andre Iguodala,SG/SF,4100,2018-11-10,iguodan01
Emmanuel Mudiay,PG,4000,2018-11-10,mudiaem01
George Hill,PG/SG,4000,2018-11-10,hillge01
Cameron Payne,PG/SG,4000,2018-11-10,payneca01
Denzel Valentine,SG/SF,4000,2018-11-10,valende01
Garrett Temple,SG/SF,4000,2018-11-10,templga01
JaMychal Green,SF/PF,4000,2018-11-10,greenja01
Jordan Bell,PF,4000,2018-11-10,belljo01
Alfonzo McKinnie,PF,4000,2018-11-10,mckinal01
Wayne Ellington,SG/SF,4000,2018-11-10,ellinwa01
Pau Gasol,C,4000,2018-11-10,gasolpa01
Derrick White,PG,4000,2018-11-10,whitede01
Davis Bertans,PF/C,3900,2018-11-10,bertada01
Shai Gilgeous-Alexander,PG,3800,2018-11-10,gilgesh01
Ed Davis,PF/C,3800,2018-11-10,davised01
Dorian Finney-Smith,SF,3800,2018-11-10,finnedo01
Juan Jose Barea,PG/SG,3800,2018-11-10,bareajo01
Jeff Green,SF/PF,3800,2018-11-10,greenje02
Iman Shumpert,SG/SF,3800,2018-11-10,shumpim01
James Ennis,SG/SF,3800,2018-11-10,ennisja01
Mario Hezonja,SF/PF,3700,2018-11-10,hezonma01
Antonio Blakeney,PG,3700,2018-11-10,blakean01
Allen Crabbe,SG/SF,3700,2018-11-10,crabbal01
Kevon Looney,PF/C,3700,2018-11-10,looneke01
Richaun Holmes,PF/C,3700,2018-11-10,holmeri01
Gary Clark,SF,3700,2018-11-10,clarkga01
Kevin Knox,SF,3600,2018-11-10,knoxke01
Raymond Felton,PG/SG,3600,2018-11-10,feltora01
Frank Mason III,PG,3600,2018-11-10,masonfr01
Avery Bradley,SG,3500,2018-11-10,bradlav01
Dillon Brooks,SG,3500,2018-11-10,brookdi01
Mike Muscala,PF/C,3500,2018-11-10,muscami01
DeMarre Carroll,SF/PF,3500,2018-11-10,carrode01
Alex Abrines,SG/SF,3500,2018-11-10,abrinal01
Ian Mahinmi,C,3500,2018-11-10,mahinia01
Mikal Bridges,SF,3500,2018-11-10,bridgmi01
Cheick Diallo,PF,3500,2018-11-10,diallch01
Justin Jackson,SF,3500,2018-11-10,jacksju01
Lance Stephenson,PG/SG,3500,2018-11-10,stephla01
Gerald Green,SG/SF,3500,2018-11-10,greenge01
Donte DiVincenzo,SG,3400,2018-11-10,divindo01
C.J. Miles,SG/SF,3400,2018-11-10,milescj01
OG Anunoby,SF,3400,2018-11-10,anunoog01
Chandler Hutchison,SG,3400,2018-11-10,hutchch01
Wilson Chandler,SF/PF,3400,2018-11-10,chandwi01
Landry Shamet,PG,3400,2018-11-10,shamela01
Jonas Jerebko,SF/PF,3400,2018-11-10,jerebjo01
Nerlens Noel,C,3400,2018-11-10,noelne01
Dwight Powell,PF/C,3400,2018-11-10,poweldw01
Josh Jackson,SF,3400,2018-11-10,jacksjo02
Ian Clark,PG/SG,3400,2018-11-10,clarkia01
Troy Williams,SG,3400,2018-11-10,willitr02
Dante Cunningham,SF/PF,3400,2018-11-10,cunnida01
John Henson,C,3300,2018-11-10,hensojo01
Marcin Gortat,C,3300,2018-11-10,gortama01
Norman Powell,SG/SF,3300,2018-11-10,powelno01
Trey Burke,PG/SG,3300,2018-11-10,burketr01
Kyle Korver,SG/SF,3300,2018-11-10,korveky01
Ryan Arcidiacono,PG,3300,2018-11-10,arcidry01
Chandler Parsons,SF/PF,3300,2018-11-10,parsoch01
Jared Dudley,SF/PF,3300,2018-11-10,dudleja01
Andre Roberson,SG/SF,3300,2018-11-10,roberan03
Elie Okobo,PG,3300,2018-11-10,okoboel01
Tim Frazier,PG/SG,3300,2018-11-10,fraziti01
Yogi Ferrell,PG/SG,3300,2018-11-10,ferreyo01
Michael Carter-Williams,PG,3300,2018-11-10,cartemi01
Pat Connaughton,SG/SF,3200,2018-11-10,connapa01
Mike Scott,SF/PF,3200,2018-11-10,scottmi01
MarShon Brooks,SG,3200,2018-11-10,brookma01
Amir Johnson,PF/C,3200,2018-11-10,johnsam01
Damian Jones,C,3200,2018-11-10,jonesda03
Terrance Ferguson,SF,3200,2018-11-10,fergute01
Maxi Kleber,PF,3200,2018-11-10,klebima01
Devin Harris,PG/SG,3200,2018-11-10,harride01
Austin Rivers,PG/SG,3200,2018-11-10,riverau01
Derrick Jones Jr.,SF,3200,2018-11-10,jonesde02
Ryan Anderson,PF/C,3200,2018-11-10,anderry01
Jahlil Okafor,C,3200,2018-11-10,okafoja01
Kosta Koufos,C,3200,2018-11-10,koufoko01
Nene Hilario,C,3200,2018-11-10,hilarne01
Tony Snell,SG/SF,3100,2018-11-10,snellto01
Milos Teodosic,PG,3100,2018-11-10,teodomi01
Delon Wright,PG/SG,3100,2018-11-10,wrighde01
Lance Thomas,SF/PF,3100,2018-11-10,thomala01
Ante Zizic,C,3100,2018-11-10,zizican01
Cristiano Da Silva Felicio,C,3100,2018-11-10,feliccr01
Omri Casspi,SF/PF,3100,2018-11-10,casspom01
Wayne Selden,SG,3100,2018-11-10,seldewa01
T.J. McConnell,PG/SG,3100,2018-11-10,mccontj01
Shabazz Napier,PG/SG,3100,2018-11-10,napiesh01
Patrick Patterson,PF/C,3100,2018-11-10,pattepa01
Hamidou Diallo,SG,3100,2018-11-10,diallha01
Jalen Brunson,PG,3100,2018-11-10,brunsja01
Jamal Crawford,PG/SG,3100,2018-11-10,crawfja01
Frank Jackson,PG,3100,2018-11-10,jacksfr01
Harry Giles,PF,3100,2018-11-10,gilesha01
Kentavious Caldwell-Pope,SG/SF,3100,2018-11-10,caldwke01
Quincy Pondexter,SF,3100,2018-11-10,pondequ01
Jakob Poeltl,C,3100,2018-11-10,poeltja01
Marquese Chriss,PF/C,3100,2018-11-10,chrisma01
Sterling Brown,SG,3000,2018-11-10,brownst02
Christian Wood,C,3000,2018-11-10,woodch01
Jaylen Morris,SG,3000,2018-11-10,morrija01
D.J. Wilson,PF,3000,2018-11-10,wilsodj01
Matthew Dellavedova,PG/SG,3000,2018-11-10,dellama01
Jodie Meeks,SG,3000,2018-11-10,meeksjo01
Trevon Duval,PG,3000,2018-11-10,duvaltr01
Thon Maker,PF/C,3000,2018-11-10,makerth01
Luc Mbah a Moute,SF/PF,3000,2018-11-10,mbahalu01
Tyrone Wallace,PG/SG,3000,2018-11-10,wallaty01
Sindarius Thornwell,SG,3000,2018-11-10,thornsi01
Johnathan Motley,SF,3000,2018-11-10,motlejo01
Angel Delgado,C,3000,2018-11-10,delgaan01
Jerome Robinson,SG,3000,2018-11-10,robinje01
Jordan Loyd,PG,3000,2018-11-10,loydjo01
Chris Boucher,PF,3000,2018-11-10,bouchch01
Malachi Richardson,SG,3000,2018-11-10,richama01
Greg Monroe,C,3000,2018-11-10,monrogr01
Lorenzo Brown,PG,3000,2018-11-10,brownlo01
Courtney Lee,SG/SF,3000,2018-11-10,leeco01
Ron Baker,PG/SG,3000,2018-11-10,bakerro01
Isaiah Hicks,PF,3000,2018-11-10,hicksis01
Luke Kornet,PF,3000,2018-11-10,kornelu01
Kristaps Porzingis,PF/C,3000,2018-11-10,porzikr01
Channing Frye,PF/C,3000,2018-11-10,fryech01
David Nwaba,SG/SF,3000,2018-11-10,nwabada01
Billy Preston,PF,3000,2018-11-10,
Shaquille Harrison,PG,3000,2018-11-10,harrish01
Robin Lopez,C,3000,2018-11-10,lopezro01
Tyler Ulis,PG,3000,2018-11-10,ulisty01
Rawle Alkins,PG,3000,2018-11-10,alkinra01
Ivan Rabb,PF,3000,2018-11-10,rabbiv01
Jevon Carter,PG,3000,2018-11-10,carteje01
Yuta Watanabe,PG/SG,3000,2018-11-10,watanyu01
D.J. Stephens,SF,3000,2018-11-10,stephdj01
Jerryd Bayless,PG/SG,3000,2018-11-10,bayleje01
Shake Milton,PG,3000,2018-11-10,miltosh01
Jonah Bolden,PF,3000,2018-11-10,boldejo01
Demetrius Jackson,PG,3000,2018-11-10,jacksde01
Furkan Korkmaz,SG,3000,2018-11-10,korkmfu01
Zhaire Smith,SF,3000,2018-11-10,smithzh01
Kenneth Faried,PF/C,3000,2018-11-10,farieke01
Alan Williams,C,3000,2018-11-10,willial03
Treveon Graham,SG/SF,3000,2018-11-10,grahatr01
Theo Pinson,SG,3000,2018-11-10,pinsoth01
Dzanan Musa,SF,3000,2018-11-10,musadz01
Rodions Kurucs,PF,3000,2018-11-10,kurucro01
Damion Lee,SG,3000,2018-11-10,leeda03
Marcus Derrickson,SF,3000,2018-11-10,derrima01
Jacob Evans III,SG,3000,2018-11-10,evansja02
Shaun Livingston,PG,3000,2018-11-10,livinsh01
Deonte Burton,SG,3000,2018-11-10,burtode02
Abdel Nader,PF,3000,2018-11-10,naderab01
Tyler Davis,C,3000,2018-11-10,davisty01
Timothe Luwawu-Cabarrot,SG,3000,2018-11-10,luwawti01
Ray Spalding,PF,3000,2018-11-10,spaldra01
Salah Mejri,C,3000,2018-11-10,mejrisa01
Ryan Broekhoff,SG/SF,3000,2018-11-10,broekry01
Daryl Macon,PG,3000,2018-11-10,maconda01
Kostas Antetokounmpo,SF,3000,2018-11-10,antetko01
Chasson Randle,PG,3000,2018-11-10,randlch01
Tomas Satoransky,PG/SG,3000,2018-11-10,satorto01
Devin Robinson,SG,3000,2018-11-10,robinde01
Thomas Bryant,C,3000,2018-11-10,bryanth01
Jason Smith,PF/C,3000,2018-11-10,smithja02
Jordan McRae,PG/SG,3000,2018-11-10,mcraejo01
Troy Brown,SF,3000,2018-11-10,browntr01
Yante Maten,PF,3000,2018-11-10,matenya01
Duncan Robinson,SF,3000,2018-11-10,robindu01
Udonis Haslem,PF,3000,2018-11-10,hasleud01
Troy Daniels,SG,3000,2018-11-10,danietr01
Dragan Bender,PF,3000,2018-11-10,bendedr01
George King,SF,3000,2018-11-10,kingge03
De'Anthony Melton,SG,3000,2018-11-10,meltode01
Kenrich Williams,SF,3000,2018-11-10,willike04
Trevon Bluiett,PG,3000,2018-11-10,
Darius Miller,SF/PF,3000,2018-11-10,milleda01
Solomon Hill,SF/PF,3000,2018-11-10,hillso01
Wesley Johnson,SF/PF,3000,2018-11-10,johnswe01
Wenyen Gabriel,SF,3000,2018-11-10,
Zach Randolph,PF/C,3000,2018-11-10,randoza01
Ben McLemore,SG/SF,3000,2018-11-10,mclembe01
Skal Labissiere,PF/C,3000,2018-11-10,labissk01
Ivica Zubac,C,3000,2018-11-10,zubaciv01
Isaac Bonga,C,3000,2018-11-10,bongais01
Alex Caruso,SG,3000,2018-11-10,carusal01
Johnathan Williams,PF,3000,2018-11-10,willijo04
Moritz Wagner,C,3000,2018-11-10,wagnemo01
Svi Mykhailiuk,SG,3000,2018-11-10,mykhasv01
Michael Beasley,SF/PF,3000,2018-11-10,beaslmi01
Tyson Chandler,C,3000,2018-11-10,chandty01
Drew Eubanks,C,3000,2018-11-10,eubandr01
Chimezie Metu,PF,3000,2018-11-10,metuch01
Dejounte Murray,PG,3000,2018-11-10,murrade01
Lonnie Walker IV,SG,3000,2018-11-10,walkelo01
Isaiah Hartenstein,PF,3000,2018-11-10,harteis01
Brandon Knight,PG/SG,3000,2018-11-10,knighbr03
Zhou Qi,C,3000,2018-11-10,qizh01
Vincent Edwards,SF,3000,2018-11-10,edwarvi01
Andrew Harrison,PG,3000,2018-11-10,harrian01
Giannis Antetokounmpo,SF/PF,11200,2018-11-11,antetgi01
LeBron James,SF/PF,10700,2018-11-11,jamesle01
Nikola Jokic,C,9600,2018-11-11,jokicni01
Victor Oladipo,PG/SG,9400,2018-11-11,oladivi01
James Harden,PG/SG,9400,2018-11-11,hardeja01
Nikola Vucevic,C,8400,2018-11-11,vucevni01
Damian Lillard,PG,8300,2018-11-11,lillada01
Aaron Gordon,SF/PF,7700,2018-11-11,gordoaa01
Kyrie Irving,PG,7600,2018-11-11,irvinky01
Tim Hardaway Jr.,SG/SF,7300,2018-11-11,hardati02
Chris Paul,PG,7100,2018-11-11,paulch01
Trae Young,PG,7000,2018-11-11,youngtr01
Khris Middleton,SG/SF,7000,2018-11-11,middlkh01
Jamal Murray,PG/SG,6900,2018-11-11,murraja01
Domantas Sabonis,PF/C,6800,2018-11-11,sabondo01
Enes Kanter,C,6600,2018-11-11,kanteen01
Evan Fournier,SG/SF,6500,2018-11-11,fournev01
Jusuf Nurkic,C,6400,2018-11-11,nurkiju01
Clint Capela,C,6400,2018-11-11,capelca01
C.J. McCollum,PG/SG,6200,2018-11-11,mccolcj01
Jayson Tatum,SF/PF,6200,2018-11-11,tatumja01
JaVale McGee,C,6100,2018-11-11,mcgeeja01
Kyle Kuzma,SF/PF,6000,2018-11-11,kuzmaky01
Brandon Ingram,PG/SF,6000,2018-11-11,ingrabr01
Eric Bledsoe,PG/SG,6000,2018-11-11,bledser01
Al Horford,PF/C,6000,2018-11-11,horfoal01
Kent Bazemore,SG/SF,5800,2018-11-11,bazemke01
Taurean Prince,SF,5800,2018-11-11,princta02
Marcus Morris,SF/PF,5800,2018-11-11,morrima03
Gary Harris,SG,5600,2018-11-11,harriga01
Rajon Rondo,PG,5500,2018-11-11,rondora01
John Collins,C,5500,2018-11-11,collijo01
Will Barton,SG/SF,5500,2018-11-11,bartowi01
Eric Gordon,PG/SG,5500,2018-11-11,gordoer01
Noah Vonleh,PF/C,5400,2018-11-11,vonleno01
Paul Millsap,PF/C,5100,2018-11-11,millspa01
Lonzo Ball,PG,5000,2018-11-11,balllo01
Evan Turner,SG/SF,5000,2018-11-11,turneev01
