player,pos,salary,date,slug
Robin Lopez,C,5100,2017-12-08,lopezro01
Buddy Hield,SG/SF,5100,2017-12-08,hieldbu01
Kenneth Faried,PF/C,4900,2017-12-08,farieke01
Bojan Bogdanovic,SG/SF,4900,2017-12-08,bogdabo02
Nikola Mirotic,PF/C,4900,2017-12-08,mirotni01
JaMychal Green,SF/PF,4800,2017-12-08,greenja01
Malcolm Brogdon,PG/SG,4800,2017-12-08,brogdma01
Dirk Nowitzki,PF/C,4700,2017-12-08,nowitdi01
Marcus Morris,SF/PF,4700,2017-12-08,morrima03
Mario Chalmers,PG,4700,2017-12-08,chalmma01
Juan Jose Barea,PG/SG,4700,2017-12-08,bareajo01
Zach LaVine,PG/SG,4700,2017-12-08,lavinza01
Jonas Valanciunas,C,4600,2017-12-08,valanjo01
Bobby Portis,PF,4600,2017-12-08,portibo01
De'Aaron Fox,PG,4600,2017-12-08,foxde01
Danny Green,SG/SF,4500,2017-12-08,greenda02
Andre Iguodala,SG/SF,4500,2017-12-08,iguodan01
Mason Plumlee,PF/C,4500,2017-12-08,plumlma01
John Henson,C,4500,2017-12-08,hensojo01
E'Twaun Moore,SG/SF,4500,2017-12-08,mooreet01
Wilson Chandler,SF/PF,4400,2017-12-08,chandwi01
Jerian Grant,PG/SG,4300,2017-12-08,grantje02
Jeff Green,SF/PF,4200,2017-12-08,greenje02
Wesley Matthews,SG/SF,4200,2017-12-08,matthwe02
Lance Stephenson,SG/SF,4200,2017-12-08,stephla01
D.J. Augustin,PG/SG,4100,2017-12-08,augusdj01
George Hill,PG/SG,4100,2017-12-08,hillge01
Seth Curry,PG/SG,4100,2017-12-08,curryse01
Patrick Mills,PG,4000,2017-12-08,millspa02
Michael Kidd-Gilchrist,SF,4000,2017-12-08,kiddgmi01
Terry Rozier,PG/SG,4000,2017-12-08,roziete01
Frank Kaminsky,PF/C,4000,2017-12-08,kaminfr01
Trey Lyles,SF/PF,4000,2017-12-08,lylestr01
Ishmael Smith,PG,3900,2017-12-08,smithis01
J.R. Smith,SG/SF,3900,2017-12-08,smithjr01
Marvin Williams,SF/PF,3900,2017-12-08,willima02
Garrett Temple,PG/SG,3900,2017-12-08,templga01
Shaun Livingston,PG/SG,3900,2017-12-08,livinsh01
Pascal Siakam,PF,3900,2017-12-08,siakapa01
Chandler Parsons,SF/PF,3800,2017-12-08,parsoch01
Darius Miller,SF,3800,2017-12-08,milleda01
C.J. Miles,SG/SF,3800,2017-12-08,milescj01
Tony Snell,SG/SF,3800,2017-12-08,snellto01
Dwight Powell,PF/C,3800,2017-12-08,poweldw01
Cody Zeller,C,3800,2017-12-08,zelleco01
Tristan Thompson,PF/C,3800,2017-12-08,thomptr01
Glenn Robinson III,SG/SF,3800,2017-12-08,robingl02
Emmanuel Mudiay,PG,3800,2017-12-08,mudiaem01
Norman Powell,SG/SF,3800,2017-12-08,powelno01
Yogi Ferrell,PG/SG,3800,2017-12-08,ferreyo01
David Nwaba,PG/SG,3800,2017-12-08,nwabada01
Dillon Brooks,SG/SF,3800,2017-12-08,brookdi01
Bogdan Bogdanovic,SG/SF,3800,2017-12-08,bogdabo01
Tony Parker,PG,3700,2017-12-08,parketo01
Cory Joseph,PG,3700,2017-12-08,josepco01
Derrick Rose,PG,3700,2017-12-08,rosede01
James Ennis,SG/SF,3700,2017-12-08,ennisja01
Stanley Johnson,SG/SF,3700,2017-12-08,johnsst04
Thon Maker,PF/C,3700,2017-12-08,makerth01
Fred VanVleet,PG,3700,2017-12-08,vanvlfr01
Malik Monk,PG/SG,3700,2017-12-08,monkma01
Jordan Bell,PF/C,3700,2017-12-08,belljo01
Frank Mason III,PG/SG,3700,2017-12-08,masonfr01
Manu Ginobili,SG/SF,3600,2017-12-08,ginobma01
Devin Harris,PG/SG,3600,2017-12-08,harride01
Aron Baynes,C,3600,2017-12-08,baynear01
Jae Crowder,SF/PF,3600,2017-12-08,crowdja01
Nick Young,SG,3600,2017-12-08,youngni01
Kyle Korver,SG/SF,3600,2017-12-08,korveky01
Terrence Ross,SG/SF,3600,2017-12-08,rosste01
David West,PF/C,3600,2017-12-08,westda01
Michael Carter-Williams,PG,3600,2017-12-08,cartemi01
Dante Cunningham,SF/PF,3600,2017-12-08,cunnida01
Jakob Poeltl,PF/C,3600,2017-12-08,poeltja01
Daniel Theis,PF/C,3600,2017-12-08,theisda01
OG Anunoby,SF/PF,3600,2017-12-08,anunoog01
Iman Shumpert,PG/SG,3500,2017-12-08,shumpim01
Quinn Cook,PG,3500,2017-12-08,cookqu01
Delon Wright,PG/SG,3500,2017-12-08,wrighde01
Paul Zipser,SG/SF,3500,2017-12-08,zipsepa01
DeAndre Liggins,PG/SF,3500,2017-12-08,liggide01
Juan Hernangomez,SF/PF,3500,2017-12-08,hernaju01
Patrick McCaw,PG/SF,3500,2017-12-08,mccawpa01
Dejounte Murray,PG,3500,2017-12-08,murrade01
Bryn Forbes,PG/SG,3500,2017-12-08,forbebr01
Jonathan Isaac,SF/PF,3500,2017-12-08,isaacjo01
Jameer Nelson,PG/SG,3400,2017-12-08,nelsoja01
Channing Frye,PF/C,3400,2017-12-08,fryech01
Arron Afflalo,SG/SF,3400,2017-12-08,afflaar01
Ben McLemore,SG/SF,3400,2017-12-08,mclembe01
Omri Casspi,SF/PF,3400,2017-12-08,casspom01
Al Jefferson,PF/C,3400,2017-12-08,jeffeal01
JaKarr Sampson,SF/PF,3400,2017-12-08,sampsja02
Lucas Nogueira,C,3400,2017-12-08,noguelu01
Andrew Harrison,PG/SG,3400,2017-12-08,harrian01
Brandon Paul,SG,3400,2017-12-08,paulbr01
Skal Labissiere,PF/C,3400,2017-12-08,labissk01
Maxi Kleber,PF,3400,2017-12-08,klebima01
Anthony Tolliver,SF/PF,3300,2017-12-08,tollian01
Kosta Koufos,C,3300,2017-12-08,koufoko01
Zaza Pachulia,C,3300,2017-12-08,pachuza01
Bismack Biyombo,PF/C,3300,2017-12-08,biyombi01
Jarell Martin,PF/C,3300,2017-12-08,martija01
Mario Hezonja,PG/SF,3300,2017-12-08,hezonma01
Dwayne Bacon,SG/SF,3300,2017-12-08,bacondw01
Justin Jackson,SG/SF,3300,2017-12-08,jacksju01
Brandan Wright,PF/C,3200,2017-12-08,wrighbr03
Mirza Teletovic,SF/PF,3200,2017-12-08,teletmi01
Ian Clark,PG/SG,3200,2017-12-08,clarkia01
Matthew Dellavedova,PG/SG,3200,2017-12-08,dellama01
Shane Larkin,PG,3200,2017-12-08,larkish01
Shelvin Mack,PG,3200,2017-12-08,macksh01
Deyonta Davis,PF/C,3200,2017-12-08,davisde01
Semi Ojeleye,SG/SF,3200,2017-12-08,ojelese01
Ante Zizic,PF/C,3200,2017-12-08,zizican01
Luke Kennard,SG,3200,2017-12-08,kennalu01
Tony Allen,SG/SF,3100,2017-12-08,allento01
Marreese Speights,PF/C,3100,2017-12-08,speigma01
Langston Galloway,PG/SG,3100,2017-12-08,gallola01
Salah Mejri,C,3100,2017-12-08,mejrisa01
Antonio Blakeney,PG,3100,2017-12-08,blakean01
Richard Jefferson,SF/PF,3000,2017-12-08,jefferi01
Omer Asik,C,3000,2017-12-08,asikom01
Alexis Ajinca,C,3000,2017-12-08,
Jason Terry,PG/SG,3000,2017-12-08,terryja01
Jeff Withey,C,3000,2017-12-08,witheje01
Gordon Hayward,SG/SF,3000,2017-12-08,haywago01
Vince Carter,SG/SF,3000,2017-12-08,cartevi01
Jose Calderon,PG,3000,2017-12-08,caldejo01
Nerlens Noel,PF,3000,2017-12-08,noelne01
Jon Leuer,PF/C,3000,2017-12-08,leuerjo01
Darrell Arthur,PF,3000,2017-12-08,arthuda01
JaVale McGee,C,3000,2017-12-08,mcgeeja01
Reggie Bullock,SG/SF,3000,2017-12-08,bullore01
Quincy Pondexter,SG/SF,3000,2017-12-08,pondequ01
Solomon Hill,SF/PF,3000,2017-12-08,hillso01
Josh McRoberts,PF/C,3000,2017-12-08,mcrobjo01
Bruno Caboclo,SF,3000,2017-12-08,cabocbr01
Adreian Payne,PF,3000,2017-12-08,paynead01
Eric Moreland,PF/C,3000,2017-12-08,moreler01
Johnny O'Bryant,PF/C,3000,2017-12-08,obryajo01
Lorenzo Brown,PG,3000,2017-12-08,brownlo01
Joffrey Lauvergne,PF/C,3000,2017-12-08,lauvejo01
Dwight Buyks,PG,3000,2017-12-08,buyckdw01
Malcolm Miller,PF,3000,2017-12-08,millema01
Damien Wilkins,SG/SF,3000,2017-12-08,wilkida02
Cristiano Da Silva Felicio,PF/C,3000,2017-12-08,feliccr01
Jack Cooley,PF,3000,2017-12-08,cooleja01
Darrun Hilliard,SG/SF,3000,2017-12-08,hillida01
Kevon Looney,SF/PF,3000,2017-12-08,looneke01
Joseph Young,PG/SG,3000,2017-12-08,youngjo01
Rashad Vaughn,PG/SF,3000,2017-12-08,vaughra01
Julyan Stone,PG/SG,3000,2017-12-08,stoneju01
Cameron Payne,PG/SG,3000,2017-12-08,payneca01
Luis Montero,SF,3000,2017-12-08,montelu01
Boban Marjanovic,C,3000,2017-12-08,marjabo01
Treveon Graham,SG/SF,3000,2017-12-08,grahatr01
Matt Costello,PF,3000,2017-12-08,costema01
Jalen Jones,SF,3000,2017-12-08,jonesja04
Vince Hunter,PF,3000,2017-12-08,huntevi01
John Holland,SG/SF,3000,2017-12-08,hollajo02
Kay Felder,PG,3000,2017-12-08,feldeka01
Dorian Finney-Smith,SF,3000,2017-12-08,finnedo01
Malik Beasley,SG,3000,2017-12-08,beaslma01
Henry Ellenson,PF/C,3000,2017-12-08,ellenhe01
Damian Jones,C,3000,2017-12-08,jonesda03
Gary Payton II,SG,3000,2017-12-08,paytoga02
Alex Poythress,SF,3000,2017-12-08,poythal01
Cheick Diallo,PF,3000,2017-12-08,diallch01
Georgios Papagiannis,C,3000,2017-12-08,papagge01
Malachi Richardson,SG/SF,3000,2017-12-08,richama01
Ryan Arcidiacono,PG,3000,2017-12-08,arcidry01
Davis Bertans,SF/PF,3000,2017-12-08,bertada01
Joel Bolomboy,PF,3000,2017-12-08,bolomjo01
Marcus Paige,PG,3000,2017-12-08,paigema01
Wayne Selden,PG/SG,3000,2017-12-08,seldewa01
Guerschon Yabusele,PF/C,3000,2017-12-08,yabusgu01
Abdel Nader,PF,3000,2017-12-08,naderab01
Jabari Bird,SG,3000,2017-12-08,birdja01
Kadeem Allen,SG,3000,2017-12-08,allenka01
Mangok Mathiang,PF/C,3000,2017-12-08,mathima01
Cedi Osman,SG/SF,3000,2017-12-08,osmande01
Johnathan Motley,PF/C,3000,2017-12-08,motlejo01
Monte Morris,PG,3000,2017-12-08,morrimo01
Torrey Craig,SG/SF,3000,2017-12-08,craigto01
Tyler Lydon,PF,3000,2017-12-08,lydonty01
Antonius Cleveland,SG,3000,2017-12-08,clevean01
Chris Boucher,PF,3000,2017-12-08,bouchch01
Edmond Sumner,PG,3000,2017-12-08,sumneed01
Ike Anigbogu,PF/C,3000,2017-12-08,anigbik01
Kobi Simmons,SG,3000,2017-12-08,simmoko01
Ivan Rabb,PF/C,3000,2017-12-08,rabbiv01
Sterling Brown,SG,3000,2017-12-08,brownst02
D.J. Wilson,PF/C,3000,2017-12-08,wilsodj01
Frank Jackson,PG,3000,2017-12-08,jacksfr01
Charles Cooke,SG,3000,2017-12-08,cookech01
Jamel Artis,SG/SF,3000,2017-12-08,artisja01
Khem Birch,PF/C,3000,2017-12-08,birchkh01
Wesley Iwundu,SG/SF,3000,2017-12-08,iwundwe01
Harry Giles,PF/C,3000,2017-12-08,gilesha01
London Perrantes,PG,3000,2017-12-08,perralo01
Derrick White,PG/SG,3000,2017-12-08,whitede01
Alfonzo McKinnie,PF,3000,2017-12-08,mckinal01
TJ Leaf,SF/PF,3000,2017-12-08,leaftj01
LeBron James,SF/PF,11600,2017-12-09,jamesle01
James Harden,PG/SG,11300,2017-12-09,hardeja01
Russell Westbrook,PG,11000,2017-12-09,westbru01
Giannis Antetokounmpo,SF/PF,10400,2017-12-09,antetgi01
Joel Embiid,C,10200,2017-12-09,embiijo01
Ben Simmons,PG/SF,9800,2017-12-09,simmobe01
Damian Lillard,PG,8700,2017-12-09,lillada01
Aaron Gordon,SF/PF,8500,2017-12-09,gordoaa01
LaMarcus Aldridge,PF/C,8400,2017-12-09,aldrila01
Bradley Beal,SG,8400,2017-12-09,bealbr01
Kristaps Porzingis,PF/C,8400,2017-12-09,porzikr01
Nikola Vucevic,C,8300,2017-12-09,vucevni01
John Wall,PG,8200,2017-12-09,walljo01
Kemba Walker,PG,8200,2017-12-09,walkeke02
Paul George,SF,8200,2017-12-09,georgpa01
Blake Griffin,PF/C,8000,2017-12-09,griffbl01
Kevin Love,PF/C,8000,2017-12-09,loveke01
Dennis Schroder,PG,7900,2017-12-09,schrode01
Chris Paul,PG/SG,7900,2017-12-09,paulch01
Devin Booker,SG/SF,7800,2017-12-09,bookede01
Kawhi Leonard,SF/PF,7700,2017-12-09,leonaka01
Marc Gasol,C,7700,2017-12-09,gasolma01
Dwight Howard,C,7600,2017-12-09,howardw01
Louis Williams,PG/SG,7600,2017-12-09,willilo02
Hassan Whiteside,C,7500,2017-12-09,whiteha01
Donovan Mitchell,PG/SG,7200,2017-12-09,mitchdo01
Tyreke Evans,SG/SF,7100,2017-12-09,evansty01
DeAndre Jordan,C,7100,2017-12-09,jordade01
Jusuf Nurkic,C,7000,2017-12-09,nurkiju01
C.J. McCollum,PG/SG,7000,2017-12-09,mccolcj01
Brandon Ingram,SG/SF,6900,2017-12-09,ingrabr01
Elfrid Payton,PG,6800,2017-12-09,paytoel01
Otto Porter,SF/PF,6800,2017-12-09,porteot01
D'Angelo Russell,PG/SG,6800,2017-12-09,russeda01
Lonzo Ball,PG,6800,2017-12-09,balllo01
Goran Dragic,PG,6700,2017-12-09,dragigo01
T.J. Warren,SF/PF,6700,2017-12-09,warretj01
Carmelo Anthony,SF/PF,6600,2017-12-09,anthoca01
Isaiah Thomas,PG,6500,2017-12-09,thomais02
Enes Kanter,PF/C,6500,2017-12-09,kanteen01
Tim Hardaway Jr.,SG/SF,6500,2017-12-09,hardati02
Mike Conley,PG,6400,2017-12-09,conlemi01
Austin Rivers,PG/SG,6300,2017-12-09,riverau01
Clint Capela,C,6300,2017-12-09,capelca01
Nicolas Batum,SG/SF,6300,2017-12-09,batumni01
Khris Middleton,SG/SF,6300,2017-12-09,middlkh01
Spencer Dinwiddie,PG/SG,6200,2017-12-09,dinwisp01
Eric Bledsoe,PG/SG,6100,2017-12-09,bledser01
Evan Fournier,SG/SF,6000,2017-12-09,fournev01
Robert Covington,SF/PF,6000,2017-12-09,covinro01
Rudy Gobert,C,6000,2017-12-09,goberru01
Dion Waiters,SG/SF,6000,2017-12-09,waitedi01
Kris Dunn,PG/SG,5900,2017-12-09,dunnkr01
Rudy Gay,SF/PF,5800,2017-12-09,gayru01
Steven Adams,C,5800,2017-12-09,adamsst01
Pau Gasol,PF/C,5700,2017-12-09,gasolpa01
Derrick Favors,PF/C,5700,2017-12-09,favorde01
James Johnson,SF/PF,5700,2017-12-09,johnsja01
Jonathon Simmons,SG/SF,5700,2017-12-09,simmojo02
John Collins,PF/C,5700,2017-12-09,collijo01
Dwyane Wade,PG/SG,5600,2017-12-09,wadedw01
Rondae Hollis-Jefferson,SF/PF,5600,2017-12-09,holliro01
Kentavious Caldwell-Pope,SG,5500,2017-12-09,caldwke01
DeMarre Carroll,SF/PF,5500,2017-12-09,carrode01
Justin Holiday,SG/SF,5500,2017-12-09,holidju01
Lauri Markkanen,PF,5500,2017-12-09,markkla01
Courtney Lee,SG/SF,5400,2017-12-09,leeco01
Caris LeVert,SG/SF,5400,2017-12-09,leverca01
Kelly Olynyk,PF/C,5300,2017-12-09,olynyke01
Kelly Oubre Jr.,SG/SF,5300,2017-12-09,oubreke01
Taurean Prince,SG/SF,5300,2017-12-09,princta02
Denzel Valentine,SG/SF,5300,2017-12-09,valende01
Kyle Anderson,PG/SF,5200,2017-12-09,anderky01
Dewayne Dedmon,C,5200,2017-12-09,dedmode01
Markieff Morris,SF/PF,5200,2017-12-09,morrima02
Danilo Gallinari,SF/PF,5200,2017-12-09,gallida01
Kent Bazemore,SG/SF,5200,2017-12-09,bazemke01
Jabari Parker,SF/PF,5200,2017-12-09,parkeja01
Kyle Kuzma,SF/PF,5200,2017-12-09,kuzmaky01
Marcin Gortat,C,5100,2017-12-09,gortama01
J.J. Redick,SG/SF,5100,2017-12-09,redicjj01
Jeremy Lamb,SG/SF,5100,2017-12-09,lambje01
Dario Saric,PF/C,5100,2017-12-09,saricda01
Greg Monroe,PF/C,5000,2017-12-09,monrogr01
Ricky Rubio,PG,5000,2017-12-09,rubiori01
Danny Green,SG/SF,4900,2017-12-09,greenda02
Alec Burks,PG/SG,4900,2017-12-09,burksal01
Robin Lopez,C,4900,2017-12-09,lopezro01
Joe Ingles,SG/SF,4900,2017-12-09,inglejo01
Nikola Mirotic,PF/C,4900,2017-12-09,mirotni01
Eric Gordon,SG,4800,2017-12-09,gordoer01
Trevor Ariza,SG/SF,4800,2017-12-09,arizatr01
Jordan Clarkson,PG/SG,4800,2017-12-09,clarkjo01
Ersan Ilyasova,SF/PF,4800,2017-12-09,ilyaser01
Larry Nance Jr.,SF/PF,4800,2017-12-09,nancela02
Josh Richardson,SG/SF,4800,2017-12-09,richajo01
Ryan Anderson,PF/C,4700,2017-12-09,anderry01
Julius Randle,PF/C,4700,2017-12-09,randlju01
Zach LaVine,PG/SG,4700,2017-12-09,lavinza01
JaMychal Green,SF/PF,4700,2017-12-09,greenja01
Malcolm Brogdon,PG/SG,4700,2017-12-09,brogdma01
Mario Chalmers,PG,4600,2017-12-09,chalmma01
Tyson Chandler,C,4500,2017-12-09,chandty01
Alex Len,PF/C,4500,2017-12-09,lenal01
Allen Crabbe,SG/SF,4500,2017-12-09,crabbal01
Bobby Portis,PF,4500,2017-12-09,portibo01
John Henson,C,4400,2017-12-09,hensojo01
Tyler Johnson,PG/SG,4400,2017-12-09,johnsty01
Josh Jackson,SG/SF,4400,2017-12-09,jacksjo02
Wesley Johnson,SG/SF,4300,2017-12-09,johnswe01
Al-Farouq Aminu,SF/PF,4300,2017-12-09,aminual01
Jarrett Jack,PG,4300,2017-12-09,jackja01
Brook Lopez,C,4300,2017-12-09,lopezbr01
Tyler Ulis,PG,4300,2017-12-09,ulisty01
Ed Davis,PF/C,4200,2017-12-09,davised01
Patrick Mills,PG,4200,2017-12-09,millspa02
Jeff Green,SF/PF,4200,2017-12-09,greenje02
Trevor Booker,PF/C,4200,2017-12-09,booketr01
Noah Vonleh,PF/C,4200,2017-12-09,vonleno01
Jerian Grant,PG/SG,4200,2017-12-09,grantje02
Jahlil Okafor,C,4200,2017-12-09,okafoja01
T.J. McConnell,PG,4200,2017-12-09,mccontj01
Marco Belinelli,SG,4100,2017-12-09,belinma01
Marvin Williams,SF/PF,4100,2017-12-09,willima02
Mike James,PG,4100,2017-12-09,jamesmi02
Tony Parker,PG,4000,2017-12-09,parketo01
Troy Daniels,SG,4000,2017-12-09,danietr01
D.J. Augustin,PG/SG,4000,2017-12-09,augusdj01
Thabo Sefolosha,SG/SF,4000,2017-12-09,sefolth01
Michael Kidd-Gilchrist,SF,4000,2017-12-09,kiddgmi01
Michael Beasley,SF/PF,4000,2017-12-09,beaslmi01
Frank Kaminsky,PF/C,4000,2017-12-09,kaminfr01
Justise Winslow,SF/PF,4000,2017-12-09,winslju01
J.R. Smith,SG/SF,3900,2017-12-09,smithjr01
Kyle O'Quinn,PF/C,3900,2017-12-09,oquinky01
Tim Frazier,PG,3900,2017-12-09,fraziti01
Marquese Chriss,PF/C,3900,2017-12-09,chrisma01
Dejounte Murray,PG,3900,2017-12-09,murrade01
Dillon Brooks,SG/SF,3900,2017-12-09,brookdi01
Chandler Parsons,SF/PF,3800,2017-12-09,parsoch01
Evan Turner,SG/SF,3800,2017-12-09,turneev01
Andre Roberson,SG/SF,3800,2017-12-09,roberan03
Cody Zeller,C,3800,2017-12-09,zelleco01
Tristan Thompson,PF/C,3800,2017-12-09,thomptr01
Joe Harris,SG/SF,3800,2017-12-09,harrijo01
Tomas Satoransky,PG/SG,3800,2017-12-09,satorto01
Milos Teodosic,PG/SG,3800,2017-12-09,teodomi01
Bam Adebayo,PF/C,3800,2017-12-09,adebaba01
Markelle Fultz,PG/SG,3800,2017-12-09,fultzma01
Manu Ginobili,SG/SF,3700,2017-12-09,ginobma01
Wayne Ellington,SG/SF,3700,2017-12-09,ellinwa01
Luke Babbitt,SF/PF,3700,2017-12-09,babbilu01
Derrick Rose,PG,3700,2017-12-09,rosede01
Kyle Korver,SG/SF,3700,2017-12-09,korveky01
Jared Dudley,PF,3700,2017-12-09,dudleja01
Tony Snell,SG/SF,3700,2017-12-09,snellto01
P.J. Tucker,SF/PF,3700,2017-12-09,tuckepj01
Jerami Grant,SF/PF,3700,2017-12-09,grantje01
Meyers Leonard,PF/C,3700,2017-12-09,leoname01
James Ennis,SG/SF,3700,2017-12-09,ennisja01
Montrezl Harrell,PF/C,3700,2017-12-09,harremo01
DeAndre Bembry,SG/SF,3700,2017-12-09,bembrde01
David Nwaba,PG/SG,3700,2017-12-09,nwabada01
Malik Monk,PG/SG,3700,2017-12-09,monkma01
Jae Crowder,SF/PF,3600,2017-12-09,crowdja01
Terrence Ross,SG/SF,3600,2017-12-09,rosste01
Miles Plumlee,C,3600,2017-12-09,plumlmi01
Jonas Jerebko,SF/PF,3600,2017-12-09,jerebjo01
Nik Stauskas,PG/SG,3600,2017-12-09,stausni01
Michael Carter-Williams,PG,3600,2017-12-09,cartemi01
Richaun Holmes,PF/C,3600,2017-12-09,holmeri01
Pat Connaughton,SG/SF,3600,2017-12-09,connapa01
Malcolm Delaney,PG/SG,3600,2017-12-09,delanma01
Andrew Harrison,PG/SG,3600,2017-12-09,harrian01
Thon Maker,PF/C,3600,2017-12-09,makerth01
Brandon Paul,SG,3600,2017-12-09,paulbr01
Bryn Forbes,PG/SG,3600,2017-12-09,forbebr01
Joe Johnson,SG/SF,3500,2017-12-09,johnsjo02
Jerryd Bayless,PG/SG,3500,2017-12-09,bayleje01
Amir Johnson,PF/C,3500,2017-12-09,johnsam01
Iman Shumpert,PG/SG,3500,2017-12-09,shumpim01
Tyler Zeller,C,3500,2017-12-09,zellety01
Doug McDermott,SF/PF,3500,2017-12-09,mcderdo01
Shabazz Napier,PG/SG,3500,2017-12-09,napiesh01
Mike Muscala,C,3500,2017-12-09,muscami01
Paul Zipser,SG/SF,3500,2017-12-09,zipsepa01
Guillermo Hernangomez,PF/C,3500,2017-12-09,hernawi01
Tyler Cavanaugh,PF,3500,2017-12-09,cavanty01
Frank Ntilikina,PG/SG,3500,2017-12-09,ntilila01
Jonathan Isaac,SF/PF,3500,2017-12-09,isaacjo01
Maurice Harkless,SF/PF,3400,2017-12-09,harklma01
Channing Frye,PF/C,3400,2017-12-09,fryech01
Arron Afflalo,SG/SF,3400,2017-12-09,afflaar01
Ben McLemore,SG/SF,3400,2017-12-09,mclembe01
Patrick Patterson,PF/C,3400,2017-12-09,pattepa01
Nene Hilario,C,3400,2017-12-09,hilarne01
Luc Mbah a Moute,SF/PF,3400,2017-12-09,mbahalu01
Sam Dekker,SF/PF,3400,2017-12-09,dekkesa01
Raulzinho Neto,PG,3400,2017-12-09,netora01
DeAndre Liggins,PG/SF,3400,2017-12-09,liggide01
Ivica Zubac,C,3400,2017-12-09,zubaciv01
Dragan Bender,SF/PF,3400,2017-12-09,bendedr01
Jarrett Allen,PF/C,3400,2017-12-09,allenja01
Damyean Dotson,SG/SF,3400,2017-12-09,dotsoda01
Caleb Swanigan,PF,3400,2017-12-09,swanica01
Joakim Noah,C,3300,2017-12-09,noahjo01
Jason Smith,PF/C,3300,2017-12-09,smithja02
Bismack Biyombo,PF/C,3300,2017-12-09,biyombi01
Jodie Meeks,SG,3300,2017-12-09,meeksjo01
Jarell Martin,PF/C,3300,2017-12-09,martija01
Mario Hezonja,PG/SF,3300,2017-12-09,hezonma01
Isaiah Taylor,PG,3300,2017-12-09,taylois01
Dwayne Bacon,SG/SF,3300,2017-12-09,bacondw01
Brandan Wright,PF/C,3200,2017-12-09,wrighbr03
Raymond Felton,PG/SG,3200,2017-12-09,feltora01
Mirza Teletovic,SF/PF,3200,2017-12-09,teletmi01
Mike Scott,PF,3200,2017-12-09,scottmi01
Quincy Acy,PF/C,3200,2017-12-09,acyqu01
Ian Mahinmi,C,3200,2017-12-09,mahinia01
Lance Thomas,SF/PF,3200,2017-12-09,thomala01
Matthew Dellavedova,PG/SG,3200,2017-12-09,dellama01
Shelvin Mack,PG,3200,2017-12-09,macksh01
Jamil Wilson,SF/PF,3200,2017-12-09,wilsoja02
Isaiah Whitehead,PG/SG,3200,2017-12-09,whiteis01
Deyonta Davis,PF/C,3200,2017-12-09,davisde01
Alex Abrines,SG/SF,3200,2017-12-09,abrinal01
Timothe Luwawu-Cabarrot,SG/SF,3200,2017-12-09,luwawti01
Alan Williams,C,3200,2017-12-09,willial03
Ante Zizic,PF/C,3200,2017-12-09,zizican01
Ramon Sessions,PG,3100,2017-12-09,sessira01
Tarik Black,PF/C,3100,2017-12-09,blackta01
Marreese Speights,PF/C,3100,2017-12-09,speigma01
Bobby Brown,PG,3100,2017-12-09,brownbo02
Antonio Blakeney,PG,3100,2017-12-09,blakean01
Sindarius Thornwell,SG,3100,2017-12-09,thornsi01
Dakari Johnson,C,3100,2017-12-09,johnsda04
Jeremy Lin,PG/SG,3000,2017-12-09,linje01
Patrick Beverley,PG/SG,3000,2017-12-09,beverpa01
Jason Terry,PG/SG,3000,2017-12-09,terryja01
Luol Deng,SF/PF,3000,2017-12-09,denglu01
Brandon Knight,PG/SG,3000,2017-12-09,knighbr03
Kyle Singler,SG/SF,3000,2017-12-09,singlky01
Jose Calderon,PG,3000,2017-12-09,caldejo01
Corey Brewer,SG/SF,3000,2017-12-09,breweco01
Nate Wolters,PG,3000,2017-12-09,woltena01
Timofey Mozgov,C,3000,2017-12-09,mozgoti01
Andrew Bogut,C,3000,2017-12-09,bogutan01
Nick Collison,PF/C,3000,2017-12-09,collini01
Udonis Haslem,PF/C,3000,2017-12-09,hasleud01
Dante Exum,PG/SG,3000,2017-12-09,exumda01
C.J. Wilcox,SG/SF,3000,2017-12-09,
Ekpe Udoh,PF/C,3000,2017-12-09,udohek01
Quincy Pondexter,SG/SF,3000,2017-12-09,pondequ01
Tyler Ennis,PG/SG,3000,2017-12-09,ennisty01
Adreian Payne,PF,3000,2017-12-09,paynead01
Johnny O'Bryant,PF/C,3000,2017-12-09,obryajo01
Joffrey Lauvergne,PF/C,3000,2017-12-09,lauvejo01
James McAdoo,PF,3000,2017-12-09,mcadoja01
Chris McCullough,PF/C,3000,2017-12-09,mcculch01
Willie Reed,C,3000,2017-12-09,reedwi02
Jordan Mickey,PF/C,3000,2017-12-09,mickejo01
Cristiano Da Silva Felicio,PF/C,3000,2017-12-09,feliccr01
Justin Anderson,SG/SF,3000,2017-12-09,anderju01
Darrun Hilliard,SG/SF,3000,2017-12-09,hillida01
Rashad Vaughn,PG/SF,3000,2017-12-09,vaughra01
Sean Kilpatrick,SG,3000,2017-12-09,kilpase01
Julyan Stone,PG/SG,3000,2017-12-09,stoneju01
Josh Huestis,SF/PF,3000,2017-12-09,huestjo01
Cameron Payne,PG/SG,3000,2017-12-09,payneca01
Treveon Graham,SG/SF,3000,2017-12-09,grahatr01
Briante Weber,PG,3000,2017-12-09,weberbr01
Matt Costello,PF,3000,2017-12-09,costema01
Josh Magette,PG,3000,2017-12-09,magetjo01
Demetrius Jackson,PG,3000,2017-12-09,jacksde01
Vince Hunter,PF,3000,2017-12-09,huntevi01
Kay Felder,PG,3000,2017-12-09,feldeka01
