,p1,p2,p3,team,date,venue
1520,James Harden,Trevor Ariza,Dwight Howard,Team.HOUSTON_ROCKETS,4/21/2016,Location.HOME
1521,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,4/22/2016,Location.AWAY
1522,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,4/22/2016,Location.AWAY
1523,Jonas Jerebko,Isaiah Thomas,Evan Turner,Team.BOSTON_CELTICS,4/22/2016,Location.HOME
1524,Matt Barnes,Zach Randolph,Tony Allen,Team.MEMPHIS_GRIZZLIES,4/22/2016,Location.HOME
1525,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,4/22/2016,Location.HOME
1526,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,4/22/2016,Location.AWAY
1527,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,4/23/2016,Location.AWAY
1528,Courtney Lee,Kemba Walker,Marvin Williams,Team.CHARLOTTE_HORNETS,4/23/2016,Location.HOME
1529,Wesley Matthews,Dirk Nowitzki,Raymond Felton,Team.DALLAS_MAVERICKS,4/23/2016,Location.HOME
1530,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,4/23/2016,Location.AWAY
1531,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,4/23/2016,Location.AWAY
1532,Paul George,Monta Ellis,George Hill,Team.INDIANA_PACERS,4/23/2016,Location.HOME
1533,DeAndre Jordan,Chris Paul,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,4/23/2016,Location.AWAY
1534,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,4/23/2016,Location.HOME
1535,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,4/24/2016,Location.AWAY
1536,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,4/24/2016,Location.AWAY
1537,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,4/24/2016,Location.AWAY
1538,James Harden,Trevor Ariza,Dwight Howard,Team.HOUSTON_ROCKETS,4/24/2016,Location.HOME
1539,Evan Turner,Isaiah Thomas,Marcus Smart,Team.BOSTON_CELTICS,4/24/2016,Location.HOME
1540,Matt Barnes,Zach Randolph,Tony Allen,Team.MEMPHIS_GRIZZLIES,4/24/2016,Location.HOME
1541,Marcus Morris,Kentavious Caldwell-Pope,Andre Drummond,Team.DETROIT_PISTONS,4/24/2016,Location.HOME
1542,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,4/24/2016,Location.AWAY
1543,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,4/25/2016,Location.AWAY
1544,Courtney Lee,Kemba Walker,Marvin Williams,Team.CHARLOTTE_HORNETS,4/25/2016,Location.HOME
1545,Wesley Matthews,Dirk Nowitzki,Raymond Felton,Team.DALLAS_MAVERICKS,4/25/2016,Location.AWAY
1546,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,4/25/2016,Location.HOME
1547,DeAndre Jordan,Chris Paul,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,4/25/2016,Location.AWAY
1548,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,4/25/2016,Location.HOME
1549,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,4/26/2016,Location.HOME
1550,Paul George,Monta Ellis,George Hill,Team.INDIANA_PACERS,4/26/2016,Location.AWAY
1551,Evan Turner,Isaiah Thomas,Jae Crowder,Team.BOSTON_CELTICS,4/26/2016,Location.AWAY
1552,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,4/26/2016,Location.HOME
1553,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,4/27/2016,Location.HOME
1554,Kemba Walker,Marvin Williams,Nicolas Batum,Team.CHARLOTTE_HORNETS,4/27/2016,Location.AWAY
1555,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,4/27/2016,Location.HOME
1556,Jamal Crawford,Austin Rivers,Jeff Green,Team.LOS_ANGELES_CLIPPERS,4/27/2016,Location.HOME
1557,James Harden,Trevor Ariza,Dwight Howard,Team.HOUSTON_ROCKETS,4/27/2016,Location.AWAY
1558,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,4/27/2016,Location.AWAY
1559,Isaiah Thomas,Evan Turner,Marcus Smart,Team.BOSTON_CELTICS,4/28/2016,Location.HOME
1560,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,4/28/2016,Location.AWAY
1561,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,4/29/2016,Location.AWAY
1562,Kemba Walker,Marvin Williams,Nicolas Batum,Team.CHARLOTTE_HORNETS,4/29/2016,Location.HOME
1563,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,4/29/2016,Location.AWAY
1564,Paul George,Monta Ellis,George Hill,Team.INDIANA_PACERS,4/29/2016,Location.HOME
1565,Jamal Crawford,Jeff Green,DeAndre Jordan,Team.LOS_ANGELES_CLIPPERS,4/29/2016,Location.AWAY
1566,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,4/29/2016,Location.HOME
1567,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,4/30/2016,Location.AWAY
1568,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,4/30/2016,Location.HOME
1569,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,5/1/2016,Location.HOME
1570,Kemba Walker,Marvin Williams,Nicolas Batum,Team.CHARLOTTE_HORNETS,5/1/2016,Location.AWAY
1571,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/1/2016,Location.HOME
1572,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/1/2016,Location.HOME
1573,Paul George,Monta Ellis,George Hill,Team.INDIANA_PACERS,5/1/2016,Location.AWAY
1574,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,5/1/2016,Location.AWAY
1575,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/2/2016,Location.AWAY
1576,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,5/2/2016,Location.HOME
1577,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,5/2/2016,Location.HOME
1578,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,5/2/2016,Location.AWAY
1579,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,5/3/2016,Location.AWAY
1580,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/3/2016,Location.HOME
1581,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/3/2016,Location.HOME
1582,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,5/3/2016,Location.AWAY
1583,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,5/4/2016,Location.HOME
1584,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,5/4/2016,Location.AWAY
1585,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,5/5/2016,Location.AWAY
1586,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/5/2016,Location.HOME
1587,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/6/2016,Location.HOME
1588,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,5/6/2016,Location.AWAY
1589,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,5/6/2016,Location.AWAY
1590,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,5/6/2016,Location.HOME
1591,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,5/7/2016,Location.HOME
1592,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/7/2016,Location.AWAY
1593,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/7/2016,Location.AWAY
1594,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,5/7/2016,Location.HOME
1595,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/8/2016,Location.HOME
1596,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,5/8/2016,Location.AWAY
1597,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,5/8/2016,Location.AWAY
1598,Al Horford,Paul Millsap,Kyle Korver,Team.ATLANTA_HAWKS,5/8/2016,Location.HOME
1599,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,5/9/2016,Location.HOME
1600,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/9/2016,Location.AWAY
1601,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/9/2016,Location.AWAY
1602,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,5/9/2016,Location.HOME
1603,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/10/2016,Location.AWAY
1604,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,5/10/2016,Location.HOME
1605,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,5/11/2016,Location.AWAY
1606,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/11/2016,Location.HOME
1607,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/11/2016,Location.HOME
1608,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Team.PORTLAND_TRAIL_BLAZERS,5/11/2016,Location.AWAY
1609,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/12/2016,Location.HOME
1610,LaMarcus Aldridge,Kawhi Leonard,Danny Green,Team.SAN_ANTONIO_SPURS,5/12/2016,Location.AWAY
1611,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,5/13/2016,Location.HOME
1612,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/13/2016,Location.AWAY
1613,Luol Deng,Goran Dragi?,Dwyane Wade,Team.MIAMI_HEAT,5/15/2016,Location.AWAY
1614,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/15/2016,Location.HOME
1615,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/16/2016,Location.HOME
1616,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/16/2016,Location.AWAY
1617,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/17/2016,Location.AWAY
1618,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,5/17/2016,Location.HOME
1619,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/18/2016,Location.HOME
1620,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/18/2016,Location.AWAY
1621,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/19/2016,Location.AWAY
1622,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,5/19/2016,Location.HOME
1623,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/21/2016,Location.HOME
1624,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,5/21/2016,Location.AWAY
1625,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/22/2016,Location.AWAY
1626,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/22/2016,Location.HOME
1627,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/23/2016,Location.HOME
1628,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,5/23/2016,Location.AWAY
1629,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/24/2016,Location.AWAY
1630,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/24/2016,Location.HOME
1631,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/25/2016,Location.AWAY
1632,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,5/25/2016,Location.HOME
1633,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/26/2016,Location.HOME
1634,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/26/2016,Location.AWAY
1635,Kyle Lowry,DeMar DeRozan,Patrick Patterson,Team.TORONTO_RAPTORS,5/27/2016,Location.HOME
1636,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,5/27/2016,Location.AWAY
1637,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/28/2016,Location.AWAY
1638,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/28/2016,Location.HOME
1639,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,5/30/2016,Location.HOME
1640,Kevin Durant,Russell Westbrook,Serge Ibaka,Team.OKLAHOMA_CITY_THUNDER,5/30/2016,Location.AWAY
1641,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,6/2/2016,Location.HOME
1642,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,6/2/2016,Location.AWAY
1643,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,6/5/2016,Location.HOME
1644,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,6/5/2016,Location.AWAY
1645,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,6/8/2016,Location.AWAY
1646,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,6/8/2016,Location.HOME
1647,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,6/10/2016,Location.AWAY
1648,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,6/10/2016,Location.HOME
1649,Andre Iguodala,Klay Thompson,Stephen Curry,Team.GOLDEN_STATE_WARRIORS,6/13/2016,Location.HOME
1650,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,6/13/2016,Location.AWAY
1651,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,6/16/2016,Location.AWAY
1652,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,6/16/2016,Location.HOME
1653,Draymond Green,Klay Thompson,Harrison Barnes,Team.GOLDEN_STATE_WARRIORS,6/19/2016,Location.HOME
1654,LeBron James,Kyrie Irving,J.R. Smith,Team.CLEVELAND_CAVALIERS,6/19/2016,Location.AWAY
1655,Carmelo Anthony,Courtney Lee,Kristaps Porzi??is,Team.NEW_YORK_KNICKS,10/25/2016,Location.AWAY
1656,Klay Thompson,Stephen Curry,Draymond Green,Team.GOLDEN_STATE_WARRIORS,10/25/2016,Location.HOME
1657,LeBron James,Kyrie Irving,Tristan Thompson,Team.CLEVELAND_CAVALIERS,10/25/2016,Location.HOME
1658,Rudy Gobert,George Hill,Rodney Hood,Team.UTAH_JAZZ,10/25/2016,Location.AWAY
1659,LaMarcus Aldridge,Kawhi Leonard,Jonathon Simmons,Team.SAN_ANTONIO_SPURS,10/25/2016,Location.AWAY
1660,CJ McCollum,Damian Lillard,Allen Crabbe,Team.PORTLAND_TRAIL_BLAZERS,10/25/2016,Location.HOME
1661,Hassan Whiteside,Goran Dragi?,Tyler Johnson,Team.MIAMI_HEAT,10/26/2016,Location.AWAY
1662,Nik Stauskas,T.J. McConnell,Dario ?ari?,Team.PHILADELPHIA_76ERS,10/26/2016,Location.HOME
1663,Kemba Walker,Nicolas Batum,Michael Kidd-Gilchrist,Team.CHARLOTTE_HORNETS,10/26/2016,Location.AWAY
1664,Elfrid Payton,Aaron Gordon,Evan Fournier,Team.ORLANDO_MAGIC,10/26/2016,Location.HOME
1665,Jordan Clarkson,Brandon Ingram,Julius Randle,Team.LOS_ANGELES_LAKERS,10/26/2016,Location.HOME
1666,Harrison Barnes,Wesley Matthews,Seth Curry,Team.DALLAS_MAVERICKS,10/26/2016,Location.AWAY
1667,DeMar DeRozan,Kyle Lowry,Jonas Valan?i?nas,Team.TORONTO_RAPTORS,10/26/2016,Location.HOME
1668,Ty Lawson,Rudy Gay,Matt Barnes,Team.SACRAMENTO_KINGS,10/26/2016,Location.AWAY
1669,Russell Westbrook,Andre Roberson,Steven Adams,Team.OKLAHOMA_CITY_THUNDER,10/26/2016,Location.AWAY
1670,Anthony Davis,Tim Frazier,E'Twaun Moore,Team.NEW_ORLEANS_PELICANS,10/26/2016,Location.HOME
1671,Paul George,Jeff Teague,Myles Turner,Team.INDIANA_PACERS,10/26/2016,Location.HOME
1672,Brook Lopez,Rondae Hollis-Jefferson,Trevor Booker,Team.BROOKLYN_NETS,10/26/2016,Location.AWAY
1673,Giannis Antetokounmpo,Jabari Parker,Greg Monroe,Team.MILWAUKEE_BUCKS,10/26/2016,Location.HOME
1674,Devin Booker,Eric Bledsoe,T.J. Warren,Team.PHOENIX_SUNS,10/26/2016,Location.HOME
1675,Wilson Chandler,Danilo Gallinari,Jameer Nelson,Team.DENVER_NUGGETS,10/26/2016,Location.AWAY
1676,James Harden,Trevor Ariza,Eric Gordon,Team.HOUSTON_ROCKETS,10/26/2016,Location.AWAY
1677,Andrew Wiggins,Karl-Anthony Towns,Gorgui Dieng,Team.MINNESOTA_TIMBERWOLVES,10/26/2016,Location.AWAY
1678,Avery Bradley,Isaiah Thomas,Jae Crowder,Team.BOSTON_CELTICS,10/26/2016,Location.HOME
1679,Marc Gasol,Mike Conley,JaMychal Green,Team.MEMPHIS_GRIZZLIES,10/26/2016,Location.HOME
1680,Tobias Harris,Marcus Morris,Kentavious Caldwell-Pope,Team.DETROIT_PISTONS,10/26/2016,Location.AWAY
1681,John Wall,Bradley Beal,Otto Porter,Team.WASHINGTON_WIZARDS,10/27/2016,Location.AWAY
1682,Jimmy Butler,Robin Lopez,Dwyane Wade,Team.CHICAGO_BULLS,10/27/2016,Location.HOME
1683,DeMarcus Cousins,Ty Lawson,Arron Afflalo,Team.SACRAMENTO_KINGS,10/27/2016,Location.HOME
1684,DeAndre Jordan,J.J. Redick,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,10/27/2016,Location.AWAY
1685,Kawhi Leonard,LaMarcus Aldridge,Kyle Anderson,Team.SAN_ANTONIO_SPURS,10/27/2016,Location.AWAY
1686,Avery Bradley,Jae Crowder,Isaiah Thomas,Team.BOSTON_CELTICS,10/27/2016,Location.AWAY
1687,Dennis Schröder,Paul Millsap,Dwight Howard,Team.ATLANTA_HAWKS,10/27/2016,Location.HOME
1688,CJ McCollum,Damian Lillard,Allen Crabbe,Team.PORTLAND_TRAIL_BLAZERS,10/27/2016,Location.HOME
1689,Hassan Whiteside,Goran Dragi?,Tyler Johnson,Team.MIAMI_HEAT,10/28/2016,Location.HOME
1690,Kemba Walker,Nicolas Batum,Michael Kidd-Gilchrist,Team.CHARLOTTE_HORNETS,10/28/2016,Location.AWAY
1691,Elfrid Payton,Aaron Gordon,Evan Fournier,Team.ORLANDO_MAGIC,10/28/2016,Location.AWAY
1692,Luol Deng,D'Angelo Russell,Julius Randle,Team.LOS_ANGELES_LAKERS,10/28/2016,Location.AWAY
1693,Harrison Barnes,Wesley Matthews,Seth Curry,Team.DALLAS_MAVERICKS,10/28/2016,Location.HOME
1694,DeMar DeRozan,Kyle Lowry,Jonas Valan?i?nas,Team.TORONTO_RAPTORS,10/28/2016,Location.HOME
1695,Klay Thompson,Stephen Curry,Draymond Green,Team.GOLDEN_STATE_WARRIORS,10/28/2016,Location.AWAY
1696,Russell Westbrook,Andre Roberson,Steven Adams,Team.OKLAHOMA_CITY_THUNDER,10/28/2016,Location.HOME
1697,LeBron James,Kyrie Irving,Tristan Thompson,Team.CLEVELAND_CAVALIERS,10/28/2016,Location.AWAY
1698,Anthony Davis,Tim Frazier,Dante Cunningham,Team.NEW_ORLEANS_PELICANS,10/28/2016,Location.HOME
1699,George Hill,Rodney Hood,Rudy Gobert,Team.UTAH_JAZZ,10/28/2016,Location.HOME
1700,Paul George,Jeff Teague,Myles Turner,Team.INDIANA_PACERS,10/28/2016,Location.AWAY
1701,Brook Lopez,Rondae Hollis-Jefferson,Trevor Booker,Team.BROOKLYN_NETS,10/28/2016,Location.HOME
1702,Devin Booker,Eric Bledsoe,T.J. Warren,Team.PHOENIX_SUNS,10/28/2016,Location.AWAY
1703,James Harden,Trevor Ariza,Eric Gordon,Team.HOUSTON_ROCKETS,10/28/2016,Location.AWAY
1704,Tobias Harris,Marcus Morris,Kentavious Caldwell-Pope,Team.DETROIT_PISTONS,10/28/2016,Location.HOME
1705,Jimmy Butler,Robin Lopez,Dwyane Wade,Team.CHICAGO_BULLS,10/29/2016,Location.HOME
1706,Nik Stauskas,T.J. McConnell,Dario ?ari?,Team.PHILADELPHIA_76ERS,10/29/2016,Location.HOME
1707,Kemba Walker,Nicolas Batum,Michael Kidd-Gilchrist,Team.CHARLOTTE_HORNETS,10/29/2016,Location.HOME
1708,Carmelo Anthony,Courtney Lee,Kristaps Porzi??is,Team.NEW_YORK_KNICKS,10/29/2016,Location.HOME
1709,Elfrid Payton,Aaron Gordon,Evan Fournier,Team.ORLANDO_MAGIC,10/29/2016,Location.AWAY
1710,Ty Lawson,Rudy Gay,DeMarcus Cousins,Team.SACRAMENTO_KINGS,10/29/2016,Location.HOME
1711,LeBron James,Kyrie Irving,Tristan Thompson,Team.CLEVELAND_CAVALIERS,10/29/2016,Location.HOME
1712,Anthony Davis,Solomon Hill,Tim Frazier,Team.NEW_ORLEANS_PELICANS,10/29/2016,Location.AWAY
1713,Paul George,Jeff Teague,Myles Turner,Team.INDIANA_PACERS,10/29/2016,Location.AWAY
1714,Jeremy Lin,Bojan Bogdanovi?,Trevor Booker,Team.BROOKLYN_NETS,10/29/2016,Location.AWAY
1715,Giannis Antetokounmpo,Tony Snell,Malcolm Brogdon,Team.MILWAUKEE_BUCKS,10/29/2016,Location.HOME
1716,Kawhi Leonard,Kyle Anderson,Jonathon Simmons,Team.SAN_ANTONIO_SPURS,10/29/2016,Location.HOME
1717,Wilson Chandler,Danilo Gallinari,Jameer Nelson,Team.DENVER_NUGGETS,10/29/2016,Location.HOME
1718,Andrew Wiggins,Karl-Anthony Towns,Gorgui Dieng,Team.MINNESOTA_TIMBERWOLVES,10/29/2016,Location.AWAY
1719,Avery Bradley,Isaiah Thomas,Jae Crowder,Team.BOSTON_CELTICS,10/29/2016,Location.AWAY
1720,Marc Gasol,Mike Conley,JaMychal Green,Team.MEMPHIS_GRIZZLIES,10/29/2016,Location.AWAY
1721,Dennis Schröder,Paul Millsap,Dwight Howard,Team.ATLANTA_HAWKS,10/29/2016,Location.AWAY
1722,CJ McCollum,Damian Lillard,Allen Crabbe,Team.PORTLAND_TRAIL_BLAZERS,10/29/2016,Location.AWAY
1723,John Wall,Bradley Beal,Otto Porter,Team.WASHINGTON_WIZARDS,10/30/2016,Location.AWAY
1724,Hassan Whiteside,Goran Dragi?,Tyler Johnson,Team.MIAMI_HEAT,10/30/2016,Location.HOME
1725,Jordan Clarkson,Brandon Ingram,Julius Randle,Team.LOS_ANGELES_LAKERS,10/30/2016,Location.AWAY
1726,Harrison Barnes,Wesley Matthews,Seth Curry,Team.DALLAS_MAVERICKS,10/30/2016,Location.AWAY
1727,Klay Thompson,Stephen Curry,Draymond Green,Team.GOLDEN_STATE_WARRIORS,10/30/2016,Location.AWAY
1728,Russell Westbrook,Andre Roberson,Steven Adams,Team.OKLAHOMA_CITY_THUNDER,10/30/2016,Location.HOME
1729,George Hill,Rodney Hood,Rudy Gobert,Team.UTAH_JAZZ,10/30/2016,Location.AWAY
1730,DeAndre Jordan,J.J. Redick,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,10/30/2016,Location.HOME
1731,Giannis Antetokounmpo,Tony Snell,Malcolm Brogdon,Team.MILWAUKEE_BUCKS,10/30/2016,Location.AWAY
1732,Devin Booker,Eric Bledsoe,T.J. Warren,Team.PHOENIX_SUNS,10/30/2016,Location.HOME
1733,Pau Gasol,Kawhi Leonard,Manu Ginóbili,Team.SAN_ANTONIO_SPURS,10/30/2016,Location.AWAY
1734,James Harden,Trevor Ariza,Eric Gordon,Team.HOUSTON_ROCKETS,10/30/2016,Location.HOME
1735,Marc Gasol,Mike Conley,JaMychal Green,Team.MEMPHIS_GRIZZLIES,10/30/2016,Location.HOME
1736,Tobias Harris,Marcus Morris,Kentavious Caldwell-Pope,Team.DETROIT_PISTONS,10/30/2016,Location.HOME
1737,Jimmy Butler,Robin Lopez,Dwyane Wade,Team.CHICAGO_BULLS,10/31/2016,Location.AWAY
1738,DeMar DeRozan,Kyle Lowry,Jonas Valan?i?nas,Team.TORONTO_RAPTORS,10/31/2016,Location.HOME
1739,DeMarcus Cousins,Rudy Gay,Matt Barnes,Team.SACRAMENTO_KINGS,10/31/2016,Location.AWAY
1740,DeAndre Jordan,J.J. Redick,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,10/31/2016,Location.HOME
1741,Brook Lopez,Rondae Hollis-Jefferson,Trevor Booker,Team.BROOKLYN_NETS,10/31/2016,Location.HOME
1742,Eric Bledsoe,Brandon Knight,T.J. Warren,Team.PHOENIX_SUNS,10/31/2016,Location.AWAY
1743,Wilson Chandler,Danilo Gallinari,Jameer Nelson,Team.DENVER_NUGGETS,10/31/2016,Location.AWAY
1744,Dennis Schröder,Paul Millsap,Dwight Howard,Team.ATLANTA_HAWKS,10/31/2016,Location.HOME
1745,Hassan Whiteside,Goran Dragi?,Tyler Johnson,Team.MIAMI_HEAT,11/1/2016,Location.HOME
1746,Nik Stauskas,T.J. McConnell,Dario ?ari?,Team.PHILADELPHIA_76ERS,11/1/2016,Location.HOME
1747,Carmelo Anthony,Courtney Lee,Kristaps Porzi??is,Team.NEW_YORK_KNICKS,11/1/2016,Location.AWAY
