,p1,p2,p3,team,date,venue
5788,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,4/25/2016,Location.HOME
5789,Chris Paul,DeAndre Jordan,J.J. Redick,Team.LOS_ANGELES_CLIPPERS,4/25/2016,Location.AWAY
5790,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,4/25/2016,Location.HOME
5791,Dwyane Wade,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,4/27/2016,Location.HOME
5792,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,4/27/2016,Location.AWAY
5793,James Harden,Dwight Howard,Trevor Ariza,Team.HOUSTON_ROCKETS,4/27/2016,Location.AWAY
5794,J.J. Redick,DeAndre Jordan,Jeff Green,Team.LOS_ANGELES_CLIPPERS,4/27/2016,Location.HOME
5795,Klay Thompson,Andrew Bogut,Draymond Green,Team.GOLDEN_STATE_WARRIORS,4/27/2016,Location.HOME
5796,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,4/27/2016,Location.AWAY
5797,Dwyane Wade,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,4/29/2016,Location.AWAY
5798,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,4/29/2016,Location.HOME
5799,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,4/29/2016,Location.HOME
5800,Austin Rivers,DeAndre Jordan,Jamal Crawford,Team.LOS_ANGELES_CLIPPERS,4/29/2016,Location.AWAY
5801,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,4/29/2016,Location.AWAY
5802,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,4/29/2016,Location.HOME
5803,Dwyane Wade,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,5/1/2016,Location.HOME
5804,Kemba Walker,Cody Zeller,Marvin Williams,Team.CHARLOTTE_HORNETS,5/1/2016,Location.AWAY
5805,Monta Ellis,Myles Turner,Paul George,Team.INDIANA_PACERS,5/1/2016,Location.AWAY
5806,Klay Thompson,Andrew Bogut,Draymond Green,Team.GOLDEN_STATE_WARRIORS,5/1/2016,Location.HOME
5807,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,5/1/2016,Location.HOME
5808,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,5/1/2016,Location.AWAY
5809,Dwyane Wade,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,5/3/2016,Location.AWAY
5810,Andre Iguodala,Festus Ezeli,Klay Thompson,Team.GOLDEN_STATE_WARRIORS,5/3/2016,Location.HOME
5811,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,5/3/2016,Location.HOME
5812,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,5/3/2016,Location.AWAY
5813,Dwyane Wade,Hassan Whiteside,Luol Deng,Team.MIAMI_HEAT,5/5/2016,Location.AWAY
5814,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,5/5/2016,Location.HOME
5815,Dwyane Wade,Udonis Haslem,Gerald Green,Team.MIAMI_HEAT,5/7/2016,Location.HOME
5816,Klay Thompson,Andrew Bogut,Draymond Green,Team.GOLDEN_STATE_WARRIORS,5/7/2016,Location.AWAY
5817,Kyle Lowry,Jonas Valan?i?nas,DeMar DeRozan,Team.TORONTO_RAPTORS,5/7/2016,Location.AWAY
5818,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,5/7/2016,Location.HOME
5819,Tim Frazier,Anthony Davis,Terrence Jones,Team.NEW_ORLEANS_PELICANS,10/26/2016,Location.HOME
5820,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Team.MILWAUKEE_BUCKS,10/26/2016,Location.HOME
5821,Goran Dragi?,Hassan Whiteside,James Johnson,Team.MIAMI_HEAT,10/26/2016,Location.AWAY
5822,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,10/26/2016,Location.AWAY
5823,T.J. McConnell,Richaun Holmes,Dario ?ari?,Team.PHILADELPHIA_76ERS,10/26/2016,Location.HOME
5824,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,10/26/2016,Location.AWAY
5825,Russell Westbrook,Steven Adams,Enes Kanter,Team.OKLAHOMA_CITY_THUNDER,10/26/2016,Location.AWAY
5826,Kemba Walker,Cody Zeller,Nicolas Batum,Team.CHARLOTTE_HORNETS,10/26/2016,Location.AWAY
5827,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,10/26/2016,Location.HOME
5828,Kentavious Caldwell-Pope,Andre Drummond,Tobias Harris,Team.DETROIT_PISTONS,10/26/2016,Location.AWAY
5829,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,10/26/2016,Location.HOME
5830,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,10/26/2016,Location.HOME
5831,James Harden,Clint Capela,Trevor Ariza,Team.HOUSTON_ROCKETS,10/26/2016,Location.AWAY
5832,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,10/26/2016,Location.HOME
5833,Isaiah Thomas,Al Horford,Jae Crowder,Team.BOSTON_CELTICS,10/26/2016,Location.HOME
5834,Sean Kilpatrick,Brook Lopez,Trevor Booker,Team.BROOKLYN_NETS,10/26/2016,Location.AWAY
5835,Mike Conley,Marc Gasol,Zach Randolph,Team.MEMPHIS_GRIZZLIES,10/26/2016,Location.HOME
5836,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,10/26/2016,Location.HOME
5837,Ty Lawson,DeMarcus Cousins,Rudy Gay,Team.SACRAMENTO_KINGS,10/26/2016,Location.AWAY
5838,Will Barton,Jusuf Nurki?,Danilo Gallinari,Team.DENVER_NUGGETS,10/26/2016,Location.AWAY
5839,Tim Frazier,Anthony Davis,Lance Stephenson,Team.NEW_ORLEANS_PELICANS,10/28/2016,Location.HOME
5840,Goran Dragi?,Hassan Whiteside,James Johnson,Team.MIAMI_HEAT,10/28/2016,Location.HOME
5841,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,10/28/2016,Location.HOME
5842,Russell Westbrook,Steven Adams,Enes Kanter,Team.OKLAHOMA_CITY_THUNDER,10/28/2016,Location.HOME
5843,Kemba Walker,Cody Zeller,Nicolas Batum,Team.CHARLOTTE_HORNETS,10/28/2016,Location.AWAY
5844,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,10/28/2016,Location.AWAY
5845,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,10/28/2016,Location.AWAY
5846,Kentavious Caldwell-Pope,Andre Drummond,Tobias Harris,Team.DETROIT_PISTONS,10/28/2016,Location.HOME
5847,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,10/28/2016,Location.AWAY
5848,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,10/28/2016,Location.AWAY
5849,James Harden,Clint Capela,Trevor Ariza,Team.HOUSTON_ROCKETS,10/28/2016,Location.AWAY
5850,Stephen Curry,Zaza Pachulia,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,10/28/2016,Location.AWAY
5851,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,10/28/2016,Location.HOME
5852,Sean Kilpatrick,Brook Lopez,Trevor Booker,Team.BROOKLYN_NETS,10/28/2016,Location.HOME
5853,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,10/28/2016,Location.AWAY
5854,George Hill,Rudy Gobert,Derrick Favors,Team.UTAH_JAZZ,10/28/2016,Location.HOME
5855,Tim Frazier,Anthony Davis,Solomon Hill,Team.NEW_ORLEANS_PELICANS,11/1/2016,Location.HOME
5856,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Team.MILWAUKEE_BUCKS,11/1/2016,Location.AWAY
5857,Goran Dragi?,Hassan Whiteside,James Johnson,Team.MIAMI_HEAT,11/1/2016,Location.HOME
5858,Zach LaVine,Gorgui Dieng,Kris Dunn,Team.MINNESOTA_TIMBERWOLVES,11/1/2016,Location.HOME
5859,T.J. McConnell,Richaun Holmes,Dario ?ari?,Team.PHILADELPHIA_76ERS,11/1/2016,Location.HOME
5860,Derrick Rose,Kristaps Porzi??is,Carmelo Anthony,Team.NEW_YORK_KNICKS,11/1/2016,Location.AWAY
5861,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,11/1/2016,Location.AWAY
5862,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,11/1/2016,Location.HOME
5863,Kentavious Caldwell-Pope,Andre Drummond,Tobias Harris,Team.DETROIT_PISTONS,11/1/2016,Location.HOME
5864,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,11/1/2016,Location.AWAY
5865,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,11/1/2016,Location.HOME
5866,James Harden,Clint Capela,Trevor Ariza,Team.HOUSTON_ROCKETS,11/1/2016,Location.AWAY
5867,Stephen Curry,Zaza Pachulia,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,11/1/2016,Location.AWAY
5868,Patty Mills,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,11/1/2016,Location.HOME
5869,Andrew Harrison,Deyonta Davis,Troy Williams,Team.MEMPHIS_GRIZZLIES,11/1/2016,Location.AWAY
5870,Arron Afflalo,DeMarcus Cousins,Rudy Gay,Team.SACRAMENTO_KINGS,11/1/2016,Location.AWAY
5871,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,11/1/2016,Location.HOME
5872,George Hill,Derrick Favors,Rodney Hood,Team.UTAH_JAZZ,11/1/2016,Location.AWAY
5873,Langston Galloway,Anthony Davis,Terrence Jones,Team.NEW_ORLEANS_PELICANS,11/14/2016,Location.HOME
5874,Dion Waiters,Hassan Whiteside,Tyler Johnson,Team.MIAMI_HEAT,11/14/2016,Location.AWAY
5875,Gerald Henderson,Joel Embiid,Ersan ?lyasova,Team.PHILADELPHIA_76ERS,11/14/2016,Location.AWAY
5876,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,11/14/2016,Location.AWAY
5877,Russell Westbrook,Steven Adams,Enes Kanter,Team.OKLAHOMA_CITY_THUNDER,11/14/2016,Location.AWAY
5878,Derrick Rose,Kristaps Porzi??is,Carmelo Anthony,Team.NEW_YORK_KNICKS,11/14/2016,Location.HOME
5879,Beno Udrih,Aron Baynes,Tobias Harris,Team.DETROIT_PISTONS,11/14/2016,Location.HOME
5880,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,11/14/2016,Location.AWAY
5881,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,11/14/2016,Location.HOME
5882,James Harden,Clint Capela,Trevor Ariza,Team.HOUSTON_ROCKETS,11/14/2016,Location.HOME
5883,Chris Paul,DeAndre Jordan,Blake Griffin,Team.LOS_ANGELES_CLIPPERS,11/14/2016,Location.HOME
5884,Isaiah Thomas,Amir Johnson,Marcus Smart,Team.BOSTON_CELTICS,11/14/2016,Location.AWAY
5885,Patty Mills,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,11/14/2016,Location.HOME
5886,Bojan Bogdanovi?,Justin Hamilton,Chris McCullough,Team.BROOKLYN_NETS,11/14/2016,Location.AWAY
5887,Mike Conley,Marc Gasol,Zach Randolph,Team.MEMPHIS_GRIZZLIES,11/14/2016,Location.AWAY
5888,Joe Ingles,Rudy Gobert,Shelvin Mack,Team.UTAH_JAZZ,11/14/2016,Location.HOME
5889,Jrue Holiday,Anthony Davis,E'Twaun Moore,Team.NEW_ORLEANS_PELICANS,11/23/2016,Location.HOME
5890,Goran Dragi?,Hassan Whiteside,James Johnson,Team.MIAMI_HEAT,11/23/2016,Location.AWAY
5891,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,11/23/2016,Location.AWAY
5892,Jerryd Bayless,Joel Embiid,Robert Covington,Team.PHILADELPHIA_76ERS,11/23/2016,Location.HOME
5893,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,11/23/2016,Location.HOME
5894,Russell Westbrook,Steven Adams,Enes Kanter,Team.OKLAHOMA_CITY_THUNDER,11/23/2016,Location.AWAY
5895,Kemba Walker,Spencer Hawes,Marvin Williams,Team.CHARLOTTE_HORNETS,11/23/2016,Location.HOME
5896,Lou Williams,Timofey Mozgov,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,11/23/2016,Location.AWAY
5897,Dennis Schröder,Dwight Howard,Paul Millsap,Team.ATLANTA_HAWKS,11/23/2016,Location.AWAY
5898,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,11/23/2016,Location.HOME
5899,Kentavious Caldwell-Pope,Andre Drummond,Tobias Harris,Team.DETROIT_PISTONS,11/23/2016,Location.HOME
5900,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,11/23/2016,Location.HOME
5901,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,11/23/2016,Location.HOME
5902,James Harden,Clint Capela,Trevor Ariza,Team.HOUSTON_ROCKETS,11/23/2016,Location.HOME
5903,Chris Paul,DeAndre Jordan,Blake Griffin,Team.LOS_ANGELES_CLIPPERS,11/23/2016,Location.AWAY
5904,Stephen Curry,Zaza Pachulia,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,11/23/2016,Location.HOME
5905,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,11/23/2016,Location.AWAY
5906,Isaiah Thomas,Al Horford,Jae Crowder,Team.BOSTON_CELTICS,11/23/2016,Location.AWAY
5907,Patty Mills,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,11/23/2016,Location.AWAY
5908,Sean Kilpatrick,Brook Lopez,Trevor Booker,Team.BROOKLYN_NETS,11/23/2016,Location.HOME
5909,Mike Conley,Marc Gasol,Zach Randolph,Team.MEMPHIS_GRIZZLIES,11/23/2016,Location.AWAY
5910,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,11/23/2016,Location.AWAY
5911,Darren Collison,DeMarcus Cousins,Ty Lawson,Team.SACRAMENTO_KINGS,11/23/2016,Location.HOME
5912,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,11/23/2016,Location.AWAY
5913,Jamal Murray,Nikola Joki?,Juan Hernangómez,Team.DENVER_NUGGETS,11/23/2016,Location.AWAY
5914,Gordon Hayward,Rudy Gobert,George Hill,Team.UTAH_JAZZ,11/23/2016,Location.HOME
5915,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Team.MILWAUKEE_BUCKS,12/1/2016,Location.AWAY
5916,Goran Dragi?,Hassan Whiteside,James Johnson,Team.MIAMI_HEAT,12/1/2016,Location.AWAY
5917,Deron Williams,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,12/1/2016,Location.AWAY
5918,Kemba Walker,Cody Zeller,Nicolas Batum,Team.CHARLOTTE_HORNETS,12/1/2016,Location.HOME
5919,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,12/1/2016,Location.HOME
5920,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,12/1/2016,Location.AWAY
5921,James Harden,Clint Capela,Trevor Ariza,Team.HOUSTON_ROCKETS,12/1/2016,Location.AWAY
5922,Chris Paul,DeAndre Jordan,Blake Griffin,Team.LOS_ANGELES_CLIPPERS,12/1/2016,Location.AWAY
5923,Kevin Durant,Draymond Green,Stephen Curry,Team.GOLDEN_STATE_WARRIORS,12/1/2016,Location.HOME
5924,Sean Kilpatrick,Brook Lopez,Trevor Booker,Team.BROOKLYN_NETS,12/1/2016,Location.HOME
5925,Troy Daniels,Marc Gasol,JaMychal Green,Team.MEMPHIS_GRIZZLIES,12/1/2016,Location.HOME
5926,Gordon Hayward,Rudy Gobert,Joe Johnson,Team.UTAH_JAZZ,12/1/2016,Location.HOME
5927,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Team.MILWAUKEE_BUCKS,12/7/2016,Location.HOME
5928,Tyler Johnson,Willie Reed,Wayne Ellington,Team.MIAMI_HEAT,12/7/2016,Location.AWAY
5929,Deron Williams,Dwight Powell,Wesley Matthews,Team.DALLAS_MAVERICKS,12/7/2016,Location.HOME
5930,Kemba Walker,Cody Zeller,Nicolas Batum,Team.CHARLOTTE_HORNETS,12/7/2016,Location.HOME
5931,Courtney Lee,Kyle O'Quinn,Willy Hernangómez,Team.NEW_YORK_KNICKS,12/7/2016,Location.HOME
5932,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,12/7/2016,Location.AWAY
5933,Dennis Schröder,Dwight Howard,Paul Millsap,Team.ATLANTA_HAWKS,12/7/2016,Location.HOME
5934,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,12/7/2016,Location.AWAY
5935,Kentavious Caldwell-Pope,Andre Drummond,Tobias Harris,Team.DETROIT_PISTONS,12/7/2016,Location.AWAY
5936,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,12/7/2016,Location.HOME
5937,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,12/7/2016,Location.AWAY
5938,James Harden,Clint Capela,Trevor Ariza,Team.HOUSTON_ROCKETS,12/7/2016,Location.HOME
5939,Chris Paul,DeAndre Jordan,Blake Griffin,Team.LOS_ANGELES_CLIPPERS,12/7/2016,Location.HOME
5940,Stephen Curry,Zaza Pachulia,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/7/2016,Location.AWAY
5941,Avery Bradley,Al Horford,Jae Crowder,Team.BOSTON_CELTICS,12/7/2016,Location.AWAY
5942,Sean Kilpatrick,Brook Lopez,Trevor Booker,Team.BROOKLYN_NETS,12/7/2016,Location.HOME
5943,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,12/7/2016,Location.HOME
5944,Darren Collison,DeMarcus Cousins,Ty Lawson,Team.SACRAMENTO_KINGS,12/7/2016,Location.AWAY
5945,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,12/7/2016,Location.AWAY
5946,Jamal Murray,Nikola Joki?,Wilson Chandler,Team.DENVER_NUGGETS,12/7/2016,Location.AWAY
5947,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Team.MILWAUKEE_BUCKS,12/9/2016,Location.HOME
5948,Goran Dragi?,Willie Reed,Derrick Williams,Team.MIAMI_HEAT,12/9/2016,Location.AWAY
5949,Andrew Wiggins,Karl-Anthony Towns,Ricky Rubio,Team.MINNESOTA_TIMBERWOLVES,12/9/2016,Location.HOME
5950,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,12/9/2016,Location.HOME
5951,Russell Westbrook,Steven Adams,Enes Kanter,Team.OKLAHOMA_CITY_THUNDER,12/9/2016,Location.HOME
5952,Kemba Walker,Cody Zeller,Nicolas Batum,Team.CHARLOTTE_HORNETS,12/9/2016,Location.HOME
5953,Brandon Jennings,Kyle O'Quinn,Carmelo Anthony,Team.NEW_YORK_KNICKS,12/9/2016,Location.AWAY
5954,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,12/9/2016,Location.HOME
5955,Dennis Schröder,Dwight Howard,Paul Millsap,Team.ATLANTA_HAWKS,12/9/2016,Location.AWAY
5956,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,12/9/2016,Location.HOME
5957,Kentavious Caldwell-Pope,Andre Drummond,Tobias Harris,Team.DETROIT_PISTONS,12/9/2016,Location.AWAY
5958,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,12/9/2016,Location.AWAY
5959,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,12/9/2016,Location.AWAY
5960,James Harden,Clint Capela,Trevor Ariza,Team.HOUSTON_ROCKETS,12/9/2016,Location.AWAY
5961,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,12/9/2016,Location.AWAY
5962,Avery Bradley,Al Horford,Kelly Olynyk,Team.BOSTON_CELTICS,12/9/2016,Location.HOME
5963,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,12/9/2016,Location.AWAY
5964,Darren Collison,DeMarcus Cousins,Ty Lawson,Team.SACRAMENTO_KINGS,12/9/2016,Location.HOME
5965,Jrue Holiday,Anthony Davis,E'Twaun Moore,Team.NEW_ORLEANS_PELICANS,12/20/2016,Location.AWAY
5966,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Team.MILWAUKEE_BUCKS,12/20/2016,Location.HOME
5967,Goran Dragi?,Hassan Whiteside,James Johnson,Team.MIAMI_HEAT,12/20/2016,Location.HOME
5968,T.J. McConnell,Jahlil Okafor,Ersan ?lyasova,Team.PHILADELPHIA_76ERS,12/20/2016,Location.HOME
5969,Kemba Walker,Cody Zeller,Nicolas Batum,Team.CHARLOTTE_HORNETS,12/20/2016,Location.HOME
5970,Derrick Rose,Kristaps Porzi??is,Carmelo Anthony,Team.NEW_YORK_KNICKS,12/20/2016,Location.HOME
5971,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,12/20/2016,Location.AWAY
5972,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,12/20/2016,Location.AWAY
5973,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,12/20/2016,Location.AWAY
5974,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,12/20/2016,Location.AWAY
5975,James Harden,Nenê Hilário,Trevor Ariza,Team.HOUSTON_ROCKETS,12/20/2016,Location.HOME
5976,J.J. Redick,DeAndre Jordan,Chris Paul,Team.LOS_ANGELES_CLIPPERS,12/20/2016,Location.HOME
5977,Stephen Curry,Zaza Pachulia,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/20/2016,Location.HOME
5978,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,12/20/2016,Location.HOME
5979,Isaiah Thomas,Al Horford,Jae Crowder,Team.BOSTON_CELTICS,12/20/2016,Location.AWAY
5980,Patty Mills,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,12/20/2016,Location.AWAY
5981,Jeremy Lin,Justin Hamilton,Rondae Hollis-Jefferson,Team.BROOKLYN_NETS,12/20/2016,Location.AWAY
5982,Mike Conley,Marc Gasol,Zach Randolph,Team.MEMPHIS_GRIZZLIES,12/20/2016,Location.HOME
5983,Darren Collison,DeMarcus Cousins,Ty Lawson,Team.SACRAMENTO_KINGS,12/20/2016,Location.HOME
5984,Damian Lillard,Mason Plumlee,CJ McCollum,Team.PORTLAND_TRAIL_BLAZERS,12/20/2016,Location.AWAY
5985,Gary Harris,Nikola Joki?,Danilo Gallinari,Team.DENVER_NUGGETS,12/20/2016,Location.AWAY
5986,Joe Johnson,Rudy Gobert,Joe Ingles,Team.UTAH_JAZZ,12/20/2016,Location.AWAY
5987,Goran Dragi?,Hassan Whiteside,James Johnson,Team.MIAMI_HEAT,12/22/2016,Location.HOME
5988,Derrick Rose,Kristaps Porzi??is,Carmelo Anthony,Team.NEW_YORK_KNICKS,12/22/2016,Location.HOME
5989,Lou Williams,Timofey Mozgov,Nick Young,Team.LOS_ANGELES_LAKERS,12/22/2016,Location.AWAY
5990,Elfrid Payton,Nikola Vu?evi?,Aaron Gordon,Team.ORLANDO_MAGIC,12/22/2016,Location.AWAY
5991,Jeff Teague,Myles Turner,Paul George,Team.INDIANA_PACERS,12/22/2016,Location.HOME
5992,Chris Paul,Marreese Speights,DeAndre Jordan,Team.LOS_ANGELES_CLIPPERS,12/22/2016,Location.HOME
5993,Stephen Curry,Zaza Pachulia,Kevin Durant,Team.GOLDEN_STATE_WARRIORS,12/22/2016,Location.AWAY
5994,Isaiah Thomas,Al Horford,Jae Crowder,Team.BOSTON_CELTICS,12/22/2016,Location.AWAY
5995,Patty Mills,LaMarcus Aldridge,Kawhi Leonard,Team.SAN_ANTONIO_SPURS,12/22/2016,Location.AWAY
5996,Sean Kilpatrick,Brook Lopez,Trevor Booker,Team.BROOKLYN_NETS,12/22/2016,Location.HOME
5997,Josh Richardson,Hassan Whiteside,Tyler Johnson,Team.MIAMI_HEAT,12/27/2016,Location.HOME
5998,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,12/27/2016,Location.HOME
5999,Russell Westbrook,Steven Adams,Enes Kanter,Team.OKLAHOMA_CITY_THUNDER,12/27/2016,Location.AWAY
6000,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,12/27/2016,Location.HOME
6001,James Harden,Nenê Hilário,Ryan Anderson,Team.HOUSTON_ROCKETS,12/27/2016,Location.AWAY
6002,Isaiah Thomas,Al Horford,Jae Crowder,Team.BOSTON_CELTICS,12/27/2016,Location.HOME
6003,Tony Allen,Marc Gasol,Zach Randolph,Team.MEMPHIS_GRIZZLIES,12/27/2016,Location.AWAY
6004,Gordon Hayward,Rudy Gobert,Joe Ingles,Team.UTAH_JAZZ,12/27/2016,Location.AWAY
6005,Goran Dragi?,Hassan Whiteside,James Johnson,Team.MIAMI_HEAT,12/29/2016,Location.AWAY
6006,Nik Stauskas,Nerlens Noel,Ersan ?lyasova,Team.PHILADELPHIA_76ERS,12/29/2016,Location.AWAY
6007,Seth Curry,Dwight Powell,Harrison Barnes,Team.DALLAS_MAVERICKS,12/29/2016,Location.AWAY
6008,Russell Westbrook,Steven Adams,Enes Kanter,Team.OKLAHOMA_CITY_THUNDER,12/29/2016,Location.AWAY
6009,Kemba Walker,Cody Zeller,Nicolas Batum,Team.CHARLOTTE_HORNETS,12/29/2016,Location.HOME
6010,Lou Williams,Julius Randle,Jordan Clarkson,Team.LOS_ANGELES_LAKERS,12/29/2016,Location.HOME
6011,LeBron James,Tristan Thompson,Kyrie Irving,Team.CLEVELAND_CAVALIERS,12/29/2016,Location.HOME
6012,DeMar DeRozan,Jonas Valan?i?nas,Kyle Lowry,Team.TORONTO_RAPTORS,12/29/2016,Location.AWAY
6013,Isaiah Thomas,Al Horford,Jae Crowder,Team.BOSTON_CELTICS,12/29/2016,Location.AWAY
6014,Troy Daniels,Marc Gasol,JaMychal Green,Team.MEMPHIS_GRIZZLIES,12/29/2016,Location.HOME
6015,Eric Bledsoe,Alex Len,Devin Booker,Team.PHOENIX_SUNS,12/29/2016,Location.HOME
6016,Gordon Hayward,Rudy Gobert,George Hill,Team.UTAH_JAZZ,12/29/2016,Location.HOME
6017,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Team.MILWAUKEE_BUCKS,1/13/2017,Location.HOME
